name,issns,active,withdrawn_date,withdrawal_reason
Acta anaesthesiologica Scandinavica,0001-5172;1399-6576,true,,
Acta biochimica et biophysica Sinica,1672-9145;1745-7270,true,,
Acta biomaterialia,1742-7061;1878-7568,true,,
Acta biotheoretica,0001-5342;1572-8358,true,,
Acta cardiologica,0001-5385;1784-973X,true,,
"Acta crystallographica. Section D, Structural biology",2059-7983,true,,
Acta cytologica,0001-5547;1938-2650,true,,
Acta dermato-venereologica,0001-5555;1651-2057,true,,
Acta diabetologica,0940-5429;1432-5233,true,,
Acta haematologica,0001-5792;1421-9662,true,,
Acta histochemica,0065-1281;1618-0372,true,,
Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,0353-8109;1986-5988,true,,
Acta medica Lituanica,1392-0138;2029-4174,true,,
Acta naturae,2075-8251,true,,
Acta neurochirurgica,0001-6268;0942-0940,true,,
Acta neurochirurgica. Supplement,0065-1419,true,,
Acta neurologica Belgica,0300-9009;2240-2993,true,,
Acta neurologica Scandinavica,0001-6314;1600-0404,true,,
Acta neuropathologica communications,2051-5960,true,,
Acta neuropsychiatrica,0924-2708;1601-5215,true,,
Acta obstetricia et gynecologica Scandinavica,0001-6349;1600-0412,true,,
Acta odontologica latinoamericana : AOL,0326-4815;1852-4834,true,,
Acta odontologica Scandinavica,0001-6357;1502-3850,true,,
Acta oncologica,0284-186X;1651-226X,true,,
Acta ophthalmologica,1755-375X;1755-3768,true,,
Acta orthopaedica,1745-3674;1745-3682,true,,
Acta orthopaedica Belgica,0001-6462,true,,
Acta orthopaedica et traumatologica turcica,1017-995X;2589-1294,true,,
Acta ortopedica mexicana,2306-4102,true,,
Acta oto-laryngologica,0001-6489;1651-2251,true,,
Acta otorhinolaryngologica Italica : organo ufficiale della Societa italiana di otorinolaringologia e chirurgia cervico-facciale,0392-100X;1827-675X,true,,
Acta pharmaceutica Sinica. B,2211-3835;2211-3843,true,,
Acta pharmacologica Sinica,1671-4083;1745-7254,true,,
Acta physica Polonica: B,0587-4254;1509-5770,true,,
Acta physica sinica,1000-3290,true,,
Acta psychiatrica Scandinavica,0001-690X;1600-0447,true,,
Acta psychologica,0001-6918;1873-6297,true,,
Acta radiologica,0284-1851;1600-0455,true,,
Acta radiologica open,2058-4601,true,,
Acta scientiarum polonorum-hortorum cultus,1644-0692;2545-1405,true,,
Acta tropica,0001-706X;1873-6254,true,,
Acta veterinaria Scandinavica,0044-605X;1751-0147,true,,
Acta virologica,0001-723X;1336-2305,true,,
Acupuncture in medicine : journal of the British Medical Acupuncture Society,0964-5284;1759-9873,true,,
Acute and critical care,2586-6052;2586-6060,true,,
Adapted physical activity quarterly : APAQ,0736-5829;1543-2777,true,,
Adaptive behavior,1059-7123;1741-2633,true,,
Addiction biology,1355-6215;1369-1600,true,,
Addiction neuroscience,2772-3925,true,,
Addiction research & theory,1606-6359;1476-7392,true,,
Addiction science & clinical practice,1940-0632;1940-0640,true,,
Addictive behaviors,0306-4603;1873-6327,true,,
Addictive behaviors reports,2352-8532,true,,
Additive manufacturing,2214-8604;2214-7810,true,,
Administration and policy in mental health,0894-587X;1573-3289,true,,
"Adolescent health, medicine and therapeutics",1179-318X,true,,
Adult education quarterly,0741-7136;1552-3047,true,,
Advanced biology,2701-0198,true,,
Advanced biomedical research,2277-9175,true,,
Advanced biosystems,2366-7478,true,,
Advanced composites and hybrid materials,2522-0128;2522-0136,true,,
Advanced drug delivery reviews,0169-409X;1872-8294,true,,
Advanced healthcare materials,2192-2640;2192-2659,true,,
Advanced materials interfaces,2196-7350,true,,
Advanced materials technologies,2365-709X,true,,
Advanced optical materials,2195-1071,true,,
Advanced sustainable systems,2366-7486,true,,
Advanced synthesis & catalysis,1615-4150;1615-4169,true,,
Advanced therapeutics,2366-3987,true,,
Advances in anatomic pathology,1072-4109;1533-4031,true,,
Advances in applied ceramics,1743-6753;1743-6761,true,,
Advances in biochemical engineering/biotechnology,0724-6145;1616-8542,true,,
Advances in biological regulation,2212-4926;2212-4934,true,,
Advances in cancer research,0065-230X;2162-5557,true,,
ADVANCES IN CIVIL ENGINEERING,1687-8086;1687-8094,true,,
Advances in clinical and experimental medicine : official organ Wroclaw Medical University,1899-5276;2451-2680,true,,
Advances in clinical chemistry,0065-2423;2162-9471,true,,
Advances in complex systems,0219-5259;1793-6802,true,,
Advances in experimental medicine and biology,0065-2598;2214-8019,true,,
Advances in health care management,1474-8231,true,,
Advances in health sciences education : theory and practice,1382-4996;1573-1677,true,,
Advances in immunology,0065-2776;1557-8445,true,,
Advances in kidney disease and health,2949-8147;2949-8139,true,,
Advances in life course research,1569-4909;1879-6974,true,,
Advances in mechanical engineering,1687-8132;1687-8140,true,,
Advances in medical education and practice,1179-7258,true,,
Advances in medical sciences,1896-1126;1898-4002,true,,
ADVANCES IN METEOROLOGY,1687-9309;1687-9317,true,,
Advances in methods and practices in psychological science,2515-2459;2515-2467,true,,
Advances in microbial physiology,0065-2911;2162-5468,true,,
Advances in neonatal care : official journal of the National Association of Neonatal Nurses,1536-0903;1536-0911,true,,
Advances in neurobiology,2190-5215,true,,
Advances in neurodevelopmental disorders,2366-7532;2366-7540,true,,
Advances in nutrition,2161-8313;2156-5376,true,,
Advances in pharmacological and pharmaceutical sciences,2633-4690,true,,
Advances in pharmacology,1054-3589;1557-8925,true,,
Advances in physiology education,1043-4046;1522-1229,true,,
Advances in protein chemistry and structural biology,1876-1623;1876-1631,true,,
Advances in quantum chemistry,0065-3276,true,,
Advances in radiation oncology,2452-1094,true,,
Advances in simulation,2059-0628,true,,
Advances in space research : the official journal of the Committee on Space Research (COSPAR),0273-1177;1879-1948,true,,
Advances in therapy,0741-238X;1865-8652,true,,
Advances in urology,1687-6369;1687-6377,true,,
AEM education and training,2472-5390,true,,
AERA open,2332-8584,true,,
Aerospace medicine and human performance,2375-6314;2375-6322,true,,
Aerospace science and technology,1270-9638;1626-3219,true,,
Aesthetic plastic surgery,0364-216X;1432-5241,true,,
Aesthetic surgery journal,1090-820X;1527-330X,true,,
Affective science,2662-2041;2662-205X,true,,
African health sciences,1680-6905;1729-0503,true,,
African journal of AIDS research : AJAR,1608-5906;1727-9445,true,,
African journal of disability,2223-9170;2226-7220,true,,
African journal of emergency medicine : Revue africaine de la medecine d'urgence,2211-419X;2211-4203,true,,
African journal of nephrology : official publication of the African Association of Nephrology,2306-8205;2518-4601,true,,
African journal of reproductive health,1118-4841;2141-3606,true,,
Ageing and society,0144-686X;1469-1779,true,,
Ageing research reviews,1568-1637;1872-9649,true,,
Aging,1945-4589,true,,
Aging & mental health,1360-7863;1364-6915,true,,
Aging and disease,2152-5250,true,,
Aging brain,2589-9589,true,,
Aging clinical and experimental research,1594-0667;1720-8319,true,,
Agronomy,2073-4395,true,,
Agronomy for sustainable development,1774-0746;1773-0155,true,,
Agronomy journal,0002-1962;1435-0645,true,,
AIChE journal,0001-1541;1547-5905,true,,
AIDS,0269-9370;1473-5571,true,,
AIDS and behavior,1090-7165;1573-3254,true,,
AIDS care,0954-0121;1360-0451,true,,
AIDS education and prevention : official publication of the International Society for AIDS Education,0899-9546;1943-2755,true,,
AIDS patient care and STDs,1087-2914;1557-7449,true,,
AIDS research and human retroviruses,0889-2229;1931-8405,true,,
AIDS research and therapy,1742-6405,true,,
AIDS reviews,1139-6121;1698-6997,true,,
AIMS neuroscience,2373-8006;2373-7972,true,,
AIMS public health,2327-8994,true,,
AIP advances,2158-3226,true,,
Air medical journal,1067-991X;1532-6497,true,,
"Air quality, atmosphere, & health",1873-9318;1873-9326,true,,
AJNR.  American journal of neuroradiology,0195-6108;1936-959X,true,,
AJOG global reports,2666-5778,true,,
Aktuelle Rheumatologie,0341-051X;1438-9940,true,,
Alcohol,0741-8329;1873-6823,true,,
Alcohol and alcoholism : international journal of the Medical Council on Alcoholism,0735-0414;1464-3502,true,,
"Alcoholism, clinical and experimental research",0145-6008;1530-0277,true,,
Alexandria engineering journal AEJ,1110-0168;2090-2670,true,,
Algal research,2211-9264,true,,
Allergo Journal : interdisziplinare Zeitschrift fur Allergologie und Umweltmedizin : Organ der Deutschen Gesellschaft fur Allergie- und Immunitatsforschung,0941-8849;2195-6405,true,,
Allergologia et immunopathologia,0301-0546;1578-1267,true,,
Allergologie,0344-5062,true,,
Allergologie select,2512-8957,true,,
Allergology international : official journal of the Japanese Society of Allergology,1323-8930;1440-1592,true,,
Allergy and asthma proceedings :,1088-5412;1539-6304,true,,
"Allergy, asthma & immunology research",2092-7355;2092-7363,true,,
"Allergy, asthma, and clinical immunology : official journal of the Canadian Society of Allergy and Clinical Immunology",1710-1484;1710-1492,true,,
Alternative therapies in health and medicine,1078-6791,true,,
"Alternatives (Thousand Oaks): global, local, political",0304-3754;2163-3150,true,,
Alternatives to laboratory animals : ATLA,0261-1929;2632-3559,true,,
ALTEX,1868-596X;1868-8551,true,,
Alzheimer disease and associated disorders,0893-0341;1546-4156,true,,
Alzheimer's & dementia : translational research & clinical interventions,2352-8737,true,,
Alzheimer's & dementia. Behavior & socioeconomics of aging,2997-3805,true,,
Alzheimer's research & therapy,1758-9193,true,,
Ambio,0044-7447;1654-7209,true,,
American economic journal. Microeconomics,1945-7669;1945-7685,true,,
American educational research journal,0002-8312;1935-1011,true,,
American heart journal,0002-8703;1097-6744,true,,
American journal of audiology,1059-0889;1558-9137,true,,
American journal of botany,0002-9122;1537-2197,true,,
American journal of cardiovascular disease,2160-200X,true,,
"American journal of cardiovascular drugs : drugs, devices, and other interventions",1175-3277;1179-187X,true,,
American journal of clinical and experimental urology,2330-1910,true,,
American journal of clinical dermatology,1175-0561;1179-1888,true,,
American journal of clinical oncology,0277-3732;1537-453X,true,,
American journal of clinical pathology,0002-9173;1943-7722,true,,
American journal of community psychology,0091-0562;1573-2770,true,,
American journal of dentistry,0894-8275,true,,
American journal of disaster medicine,1932-149X,true,,
American journal of health promotion : AJHP,0890-1171;2168-6602,true,,
American journal of human biology : the official journal of the Human Biology Council,1042-0533;1520-6300,true,,
American journal of hypertension,0895-7061;1941-7225,true,,
American journal of industrial medicine,0271-3586;1097-0274,true,,
American journal of infection control,0196-6553;1527-3296,true,,
American journal of lifestyle medicine,1559-8276;1559-8284,true,,
American journal of medical genetics. Part A,1552-4825;1552-4833,true,,
"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics",1552-4841;1552-485X,true,,
"American journal of medical genetics. Part C, Seminars in medical genetics",1552-4868;1552-4876,true,,
American journal of medicine open,2667-0364,true,,
American journal of men's health,1557-9883;1557-9891,true,,
American journal of nephrology,0250-8095;1421-9670,true,,
American journal of obstetrics & gynecology MFM,2589-9333,true,,
American journal of ophthalmology case reports,2451-9936,true,,
"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",0889-5406;1097-6752,true,,
American journal of otolaryngology,0196-0709;1532-818X,true,,
American journal of perinatology,0735-1631;1098-8785,true,,
American journal of physical anthropology,0002-9483;1096-8644,true,,
American journal of physical medicine & rehabilitation,0894-9115;1537-7385,true,,
American journal of physiology. Cell physiology,0363-6143;1522-1563,true,,
American journal of physiology. Endocrinology and metabolism,0193-1849;1522-1555,true,,
American journal of physiology. Gastrointestinal and liver physiology,0193-1857;1522-1547,true,,
American journal of physiology. Lung cellular and molecular physiology,1040-0605;1522-1504,true,,
American journal of physiology. Renal physiology,1931-857X;1522-1466,true,,
American journal of preventive cardiology,2666-6677,true,,
American journal of preventive medicine,0749-3797;1873-2607,true,,
American journal of primatology,0275-2565;1098-2345,true,,
American journal of reproductive immunology : AJRI,1046-7408;1600-0897,true,,
American journal of respiratory cell and molecular biology,1044-1549;1535-4989,true,,
American journal of rhinology & allergy,1945-8924;1945-8932,true,,
American journal of speech-language pathology,1058-0360;1558-9110,true,,
American journal of surgery,0002-9610;1879-1883,true,,
American journal of therapeutics,1075-2765;1536-3686,true,,
American journal of translational research,1943-8141,true,,
American Society of Clinical Oncology educational book,1548-8748;1548-8756,true,,
AMIA Joint Summits on Translational Science proceedings,2153-4063,true,,
Amino acids,0939-4451;1438-2199,true,,
Amyloid : the international journal of experimental and clinical investigation : the official journal of the International Society of Amyloidosis,1350-6129;1744-2818,true,,
Amyotrophic lateral sclerosis & frontotemporal degeneration,2167-8421;2167-9223,true,,
Anaerobe,1075-9964;1095-8274,true,,
Anaesthesia,0003-2409;1365-2044,true,,
Anaesthesia and intensive care,0310-057X;1448-0271,true,,
"Anaesthesia, critical care & pain medicine",2352-5568,true,,
Anaesthesiology intensive therapy,1642-5758;1731-2531,true,,
Anais da Academia Brasileira de Ciencias,0001-3765;1678-2690,true,,
Anales de pediatria,2341-2879,true,,
Anales de pediatria : publicacion oficial de la Asociacion Espanola de Pediatria (A.E.P.),1695-4033;1695-9531,true,,
Analog integrated circuits and signal processing,0925-1030;1573-1979,true,,
Analysis and mathematical physics,1664-2368;1664-235X,true,,
Analytica chimica acta,0003-2670;1873-4324,true,,
Analytical and bioanalytical chemistry,1618-2642;1618-2650,true,,
Analytical biochemistry,0003-2697;1096-0309,true,,
Analytical cellular pathology (Amsterdam),2210-7177;2210-7185,true,,
Analytical letters,0003-2719;1532-236X,true,,
Analytical methods : advancing methods and applications,1759-9660;1759-9679,true,,
Analytical science advances,2628-5452,true,,
Analytical sciences : the international journal of the Japan Society for Analytical Chemistry,0910-6340;1348-2246,true,,
"Anatomia, histologia, embryologia",0340-2096;1439-0264,true,,
Anatomical sciences education,1935-9772;1935-9780,true,,
Andes pediatrica : revista Chilena de pediatria,2452-6045;2452-6053,true,,
Andrologia,0303-4569;1439-0272,true,,
Andrology,2047-2919;2047-2927,true,,
Anemia,2090-1267;2090-1275,true,,
Anesthesia and analgesia,0003-2999;1526-7598,true,,
Anesthesiology clinics,1932-2275,true,,
Angiogenesis,0969-6970;1573-7209,true,,
Angiology,0003-3197;1940-1574,true,,
Animal : an international journal of animal bioscience,1751-7311;1751-732X,true,,
Animal cognition,1435-9448;1435-9456,true,,
Animal conservation,1367-9430;1469-1795,true,,
Animal nutrition,2405-6545;2405-6383,true,,
Animal science papers and reports,0860-4037,true,,
Animals : an open access journal from MDPI,2076-2615,true,,
Annales de biologie clinique,0003-3898;1950-6112,true,,
Annales d'endocrinologie,0003-4266;2213-3941,true,,
Annales geophysicae,0992-7689;1432-0576,true,,
Annales pharmaceutiques francaises,0003-4509;2772-803X,true,,
Annali dell'Istituto superiore di sanita,0021-2571;2384-8553,true,,
Annali di igiene : medicina preventiva e di comunita,1120-9135;3035-5559,true,,
"Annals of allergy, asthma & immunology : official publication of the American College of Allergy, Asthma, & Immunology",1081-1206;1534-4436,true,,
Annals of behavioral medicine : a publication of the Society of Behavioral Medicine,0883-6612;1532-4796,true,,
Annals of biomedical engineering,0090-6964;1573-9686,true,,
Annals of botany,0305-7364;1095-8290,true,,
Annals of cardiac anaesthesia,0971-9784;0974-5181,true,,
Annals of clinical and laboratory science,0091-7370;1550-8080,true,,
Annals of clinical and translational neurology,2328-9503,true,,
Annals of clinical biochemistry,0004-5632;1758-1001,true,,
Annals of clinical microbiology and antimicrobials,1476-0711,true,,
Annals of coloproctology,2287-9714;2287-9722,true,,
Annals of dermatology,1013-9087;2005-3894,true,,
Annals of diagnostic pathology,1092-9134;1532-8198,true,,
Annals of dyslexia,0736-9387;1934-7243,true,,
Annals of epidemiology,1047-2797;1873-2585,true,,
Annals of family medicine,1544-1709;1544-1717,true,,
Annals of gastroenterological surgery,2475-0328,true,,
Annals of gastroenterology,1108-7471;1792-7463,true,,
Annals of general psychiatry,1744-859X,true,,
Annals of geriatric medicine and research,2508-4798;2508-4909,true,,
Annals of global health,2214-9996,true,,
Annals of hematology,0939-5555;1432-0584,true,,
Annals of hepatology,1665-2681,true,,
Annals of human biology,0301-4460;1464-5033,true,,
Annals of human genetics,0003-4800;1469-1809,true,,
Annals of Ibadan postgraduate medicine,1597-1627,true,,
Annals of Indian Academy of Neurology,0972-2327;1998-3549,true,,
Annals of intensive care,2110-5820,true,,
Annals of medicine,0785-3890;1365-2060,true,,
"Annals of noninvasive electrocardiology : the official journal of the International Society for Holter and Noninvasive Electrocardiology, Inc",1082-720X;1542-474X,true,,
Annals of nuclear medicine,0914-7187;1864-6433,true,,
Annals of operations research,0254-5330;1572-9338,true,,
Annals of pediatric endocrinology & metabolism,2287-1012;2287-1292,true,,
Annals of plastic surgery,0148-7043;1536-3708,true,,
Annals of rehabilitation medicine,2234-0645;2234-0653,true,,
"Annals of surgery open : perspectives of surgical history, education, and clinical approaches",2691-3593,true,,
Annals of surgical oncology,1068-9265;1534-4681,true,,
"Annals of the Academy of Medicine, Singapore",0304-4602;2972-4066,true,,
Annals of the American Thoracic Society,2329-6933;2325-6621,true,,
Annals of the New York Academy of Sciences,0077-8923;1749-6632,true,,
Annals of transplantation,1425-9524;2329-0358,true,,
Annals of vascular surgery,0890-5096;1615-5947,true,,
Annals of work exposures and health,2398-7308;2398-7316,true,,
Annual International Conference of the IEEE Engineering in Medicine and Biology Society,2375-7477;2694-0604,true,,
Annual review of animal biosciences,2165-8102;2165-8110,true,,
Annual review of biochemistry,0066-4154;1545-4509,true,,
Annual review of biomedical engineering,1523-9829;1545-4274,true,,
Annual review of biophysics,1936-122X;1936-1238,true,,
Annual review of clinical psychology,1548-5943;1548-5951,true,,
Annual review of genomics and human genetics,1527-8204;1545-293X,true,,
Annual review of microbiology,0066-4227;1545-3251,true,,
Annual review of neuroscience,0147-006X;1545-4126,true,,
Annual review of nutrition,0199-9885;1545-4312,true,,
Annual review of pharmacology and toxicology,0362-1642;1545-4304,true,,
Annual review of psychology,0066-4308;1545-2085,true,,
Annual review of public health,0163-7525;1545-2093,true,,
Annual review of statistics and its application,2326-8298;2326-831X,true,,
Annual reviews in control,1367-5788;1872-9088,true,,
Anthropologischer Anzeiger; Bericht uber die biologisch-anthropologische Literatur,0003-5548;2363-7099,true,,
Anthrozoos,0892-7936;1753-0377,true,,
Antibiotics,2079-6382,true,,
Antibodies,2073-4468,true,,
Anti-cancer agents in medicinal chemistry,1871-5206;1875-5992,true,,
Anti-cancer drugs,0959-4973;1473-5741,true,,
Anticancer research,0250-7005;1791-7530,true,,
Antimicrobial resistance and infection control,2047-2994,true,,
Antimicrobial stewardship & healthcare epidemiology : ASHE,2732-494X,true,,
Antiviral research,0166-3542;1872-9096,true,,
Antiviral therapy,1359-6535;2040-2058,true,,
"Anxiety, stress, and coping",1061-5806;1477-2205,true,,
ANZ journal of surgery,1445-1433;1445-2197,true,,
Aorta : official journal of the Aortic Institute at Yale-New Haven Hospital,2325-4637,true,,
Aphasiology,0268-7038;1464-5041,true,,
APL photonics,2378-0967,true,,
"APMIS : acta pathologica, microbiologica, et immunologica Scandinavica",0903-4641;1600-0463,true,,
Apoptosis : an international journal on programmed cell death,1360-8185;1573-675X,true,,
Appetite,0195-6663;1095-8304,true,,
Applied acoustics. Acoustique applique. Angewandte Akustik,0003-682X;1872-910X,true,,
Applied and environmental microbiology,0099-2240;1098-5336,true,,
Applied animal behaviour science,0168-1591;1872-9045,true,,
Applied artificial intelligence : AAI,0883-9514;1087-6545,true,,
Applied biochemistry and biotechnology,0273-2289;1559-0291,true,,
Applied clinical informatics,1869-0327,true,,
Applied cognitive psychology,0888-4080;1099-0720,true,,
Applied energy,0306-2619;1872-9118,true,,
Applied ergonomics,0003-6870;1872-9126,true,,
Applied health economics and health policy,1175-5652;1179-1896,true,,
Applied immunohistochemistry & molecular morphology : AIMM,1541-2016;1533-4058,true,,
Applied in vitro toxicology,2332-1512;2332-1539,true,,
Applied linguistics,0142-6001;1477-450X,true,,
Applied materials today,2352-9407;2352-9415,true,,
Applied mathematics and computation,0096-3003;1873-5649,true,,
Applied microbiology and biotechnology,0175-7598;1432-0614,true,,
Applied nanoscience,2190-5509;2190-5517,true,,
Applied neuropsychology. Adult,2327-9095;2327-9109,true,,
Applied neuropsychology. Child,2162-2965;2162-2973,true,,
Applied nursing research : ANR,0897-1897;1532-8201,true,,
Applied ocean research,0141-1187;1879-1549,true,,
Applied physics letters,0003-6951;1077-3118,true,,
"Applied physics. A, Materials science & processing",0947-8396;1432-0630,true,,
"Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme",1715-5312;1715-5320,true,,
Applied psycholinguistics,0142-7164;1469-1817,true,,
Applied psychological measurement,0146-6216;1552-3497,true,,
Applied psychology = Psychologie appliquee,0269-994X;1464-0597,true,,
Applied psychology. Health and well-being,1758-0846;1758-0854,true,,
"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",0969-8043;1872-9800,true,,
Applied soft computing,1568-4946;1872-9681,true,,
"Applied soil ecology : a section of Agriculture, Ecosystems & Environment",0929-1393;1873-0272,true,,
Applied spatial analysis and policy,1874-463X;1874-4621,true,,
Applied surface science,0169-4332;1873-5584,true,,
Applied thermal engineering,1359-4311;1873-5606,true,,
Applied water science,2190-5487;2190-5495,true,,
Aqua,2709-8028;2709-8036,true,,
Aquaculture nutrition,1353-5773;1365-2095,true,,
Archives de pediatrie : organe officiel de la Societe francaise de pediatrie,0929-693X;1769-664X,true,,
Archives of academic emergency medicine,2645-4904,true,,
Archives of agronomy and soil science,0365-0340;1476-3567,true,,
Archives of biochemistry and biophysics,0003-9861;1096-0384,true,,
Archives of cardiovascular diseases,1875-2136;1875-2128,true,,
Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists,0887-6177;1873-5843,true,,
Archives of dermatological research,0340-3696;1432-069X,true,,
Archives of disease in childhood,0003-9888;1468-2044,true,,
Archives of disease in childhood. Education and practice edition,1743-0585;1743-0593,true,,
Archives of environmental & occupational health,1933-8244;2154-4700,true,,
Archives of gerontology and geriatrics,0167-4943;1872-6976,true,,
Archives of gynecology and obstetrics,0932-0067;1432-0711,true,,
Archives of Iranian medicine,1029-2977;1735-3947,true,,
Archives of medical research,0188-4409;1873-5487,true,,
Archives of medical science : AMS,1734-1922;1896-9151,true,,
Archives of microbiology,0302-8933;1432-072X,true,,
Archives of oral biology,0003-9969;1879-1506,true,,
Archives of orthopaedic and trauma surgery,0936-8051;1434-3916,true,,
Archives of osteoporosis,1862-3522;1862-3514,true,,
Archives of pathology & laboratory medicine,0003-9985;1543-2165,true,,
Archives of physiotherapy,2057-0082,true,,
Archives of psychiatric nursing,0883-9417;1532-8228,true,,
Archives of public health = Archives belges de sante publique,0778-7367;2049-3258,true,,
Archives of rehabilitation research and clinical translation,2590-1095,true,,
Archives of rheumatology,2148-5046;2618-6500,true,,
Archives of suicide research : official journal of the International Academy for Suicide Research,1381-1118;1543-6136,true,,
Archives of virology,0304-8608;1432-8798,true,,
Archives of women's mental health,1434-1816;1435-1102,true,,
"Archivio italiano di urologia, andrologia : organo ufficiale [di] Societa italiana di ecografia urologica e nefrologica",1124-3562;2282-4197,true,,
"Archivio siciliano di medicina e chirurgia.  4, Acta medica mediterranea",0393-6384;2283-9720,true,,
Archivos argentinos de pediatria,0325-0075;1668-3501,true,,
Archivos de bronconeumologia,0300-2896;1579-2129,true,,
Archivos de bronconeumologia,2173-5751,true,,
Archivos de prevencion de riesgos laborales,1138-9672;1578-2549,true,,
Archivum immunologiae et therapiae experimentalis,0004-069X;1661-4917,true,,
Arhiv za higijenu rada i toksikologiju,0004-1254;1848-6312,true,,
ARP rheumatology,2795-4552,true,,
Arquivos brasileiros de cardiologia,0066-782X;1678-4170,true,,
Arquivos de neuro-psiquiatria,0004-282X;1678-4227,true,,
Arrhythmia & electrophysiology review,2050-3369;2050-3377,true,,
Arthritis care & research,2151-464X;2151-4658,true,,
Arthroscopy techniques,2212-6287,true,,
"Arthroscopy, sports medicine, and rehabilitation",2666-061X,true,,
"Artificial cells, nanomedicine, and biotechnology",2169-1401;2169-141X,true,,
Artificial organs,0160-564X;1525-1594,true,,
ASAIO journal : a peer-reviewed journal of the American Society for Artificial Internal Organs,1058-2916;1538-943X,true,,
Asia Pacific journal of clinical nutrition,0964-7058;1440-6047,true,,
Asian cardiovascular & thoracic annals,0218-4923;1816-5370,true,,
Asian journal of andrology,1008-682X;1745-7262,true,,
Asian journal of pharmaceutical sciences,1818-0876;2221-285X,true,,
Asian journal of psychiatry,1876-2018;1876-2026,true,,
Asian journal of surgery,1015-9584;0219-3108,true,,
Asian Pacific journal of cancer prevention : APJCP,1513-7368;2476-762X,true,,
Asia-Pacific journal of ophthalmology,2162-0989,true,,
ASM case reports,2996-2684,true,,
ASN neuro,1759-0914,true,,
Assay and drug development technologies,1540-658X;1557-8127,true,,
Assessment,1073-1911;1552-3489,true,,
Assessment and evaluation in higher education,0260-2938;1469-297X,true,,
Assistive technology : the official journal of RESNA,1040-0435;1949-3614,true,,
Astroparticle physics,0927-6505;1873-2852,true,,
Atencion primaria,0212-6567;1578-1275,true,,
Atherosclerosis plus,2667-0909;2667-0895,true,,
Atherosclerosis. Supplements,1567-5688;1878-5050,true,,
Atmospheric environment,1352-2310;1873-2844,true,,
Atmospheric pollution research,1309-1042,true,,
Atmospheric research,0169-8095;1873-2895,true,,
Atomic data and nuclear data tables,0092-640X;1090-2090,true,,
"Attention, perception & psychophysics",1943-3921;1943-393X,true,,
Audiology & neuro-otology,1420-3030;1421-9700,true,,
Augmentative and alternative communication : AAC,0743-4618;1477-3848,true,,
"Auris, nasus, larynx",0385-8146;1879-1476,true,,
Australasian emergency care,2588-994X,true,,
Australasian journal of educational technology,1449-5554,true,,
Australasian journal of ultrasound in medicine,1836-6864;2205-0140,true,,
Australasian orthodontic journal,2207-7472;2207-7480,true,,
Australasian psychiatry : bulletin of Royal Australian and New Zealand College of Psychiatrists,1039-8562;1440-1665,true,,
