name,issns,active,withdrawn_date,withdrawal_reason
CESifo Economic Studies,1610-241X;1612-7501,true,,
Chilean Journal of Statistics,0718-7912;0718-7920,true,,
China Economic Quarterly International,2666-9331,true,,
Chinese Management Studies,1750-614X;1750-6158,true,,
Chinese Rural Economy,1002-8870,true,,
"Choices: The Magazine of Food, Farm, and Resource Issues",0886-5558,true,,
"Ciclos: en la historia, la economia y la sociedad",0327-4063;1851-3735,true,,
Citizenship Studies,1362-1025;1469-3593,true,,
Climate Policy,1469-3062;1752-7457,true,,
Cliometrica: journal of historical economics and econometric history,1863-2505;1863-2513,true,,
Cogent Business & Management,2331-1975,true,,
Commercial Law Quarterly,0819-4262,true,,
Commonwealth and Comparative Politics,1466-2043;1743-9094,true,,
Communication Research and Practice,2204-1451;2206-3374,true,,
Communications in Transportation Research,2772-4247,true,,
Communications Law Bulletin,0727-1301,true,,
"Community, Work and Family",1366-8803;1469-3615,true,,
Compensation & Benefits Review,0886-3687;1552-3837,true,,
Competition Law Journal,1476-9085,true,,
Competitiveness Review,1059-5422;2051-3143,true,,
Computer and Telecommunications Law Review,1357-3128,true,,
Construction Economics and Building,1835-6354;2204-9029,true,,
Consumer Finance Law Quarterly Report,0883-4555,true,,
Contemporary Economics,2084-0845;2300-8814,true,,
Contemporary Sociology,0094-3061;1939-8638,true,,
Contract and Commercial Law Review,2653-8350,true,,
Copernican Journal of Finance & Accounting,2300-1240;2300-3065,true,,
Corporate Board,0746-8652,true,,
Corporate Finance Review,1089-327X,true,,
Corporate Reputation Review,1363-3589;1479-1889,true,,
Corporate Social Responsibility and Environmental Management,1535-3958;1535-3966,true,,
Corporate Taxation,1534-715X,true,,
Cost Effectiveness and Resource Allocation,1478-7547,true,,
Cost Management,1092-8057,true,,
Credit and Capital Markets,2199-1227;2199-1235,true,,
Critical Studies in Media Communication,1529-5036;1479-5809,true,,
Current Politics and Economics of Europe,1057-2309,true,,
Cyprus Economic Policy Review,1450-4561,true,,
Czech Economic Review,1802-4696;1805-9406,true,,
Czech Journal of Economics and Finance / Finance a uver,0015-1920;2464-7683,true,,
De Economist,0013-063X;1572-9982,true,,
Decision Sciences Journal of Innovative Education,1540-4595;1540-4609,true,,
DECISION: Official journal of indian institute of management calcutta,0304-0941;2197-1722,true,,
Defense Transportation Journal,0011-7625,true,,
DePaul Business and Commercial Law Journal,1542-2763,true,,
Derivatives & Financial Instruments,1389-1863,true,,
Development and Learning in Organizations,1477-7282;1758-6097,true,,
Development Southern Africa,0376-835X;1470-3637,true,,
Digital Business,2666-9544,true,,
Duquesne Business Law Journal,1548-372X,true,,
Dynamic Econometric Models,1234-3862;2450-7067,true,,
Economia,0254-4415,true,,
Economia Internazionale,0012-981X,true,,
Economic Affairs,0265-0665;1468-0270,true,,
Economic and Business Review,1580-0466;2335-4216,true,,
Economic and Labour Market Review,1751-8326;1751-8334,true,,
Economic Computation and Economic Cybernetics Studies and Research,0424-267X,true,,
Economic History of Developing Regions,2078-0389;2078-0397,true,,
Economic Policy / Ekonomicheskaya Politika,1994-5124;2411-2658,true,,
Economic Studies / Estudios de Economia,0304-2758;0718-5286,true,,
Economic Studies Journal,0205-3292,true,,
Economic Thought Journal,0205-1990,true,,
Economics and Applied Informatics,1584-0409;2344-441X,true,,
Economics and Business Review,2392-1641;2450-0097,true,,
Economics and Finance in Indonesia,0126-155X;2442-9260,true,,
Economics and Policy of Energy and the Environment,2280-7659;2280-7667,true,,
Economics Bulletin,1545-2921,true,,
Economics of Disasters and Climate Change,2511-1280;2511-1299,true,,
"Economics, Management, and Financial Markets",1842-3191;1938-212X,true,,
Economies,2227-7099,true,,
"EDPACS: The EDP Audit, Control, and Security Newsletter",0736-6981;1936-1009,true,,
Ekonomia,1025-5508;1013-3224,true,,
Electronic Communication Law Review,1570-2294,true,,
Electronic Journal of Evolutionary Modeling and Economic Dynamics,1298-0137,true,,
Electronic Journal of Knowledge Management,1479-4411,true,,
Empirical Economics Letters,1681-8997,true,,
Employee Responsibilities and Rights Journal,0892-7545;1573-3378,true,,
Energy and Environment,0958-305X;2048-4070,true,,
Energy Research Letters,2652-6514;2652-6433,true,,
"Energy Sources, Part B: Economics, Planning, and Policy",1556-7249;1556-7257,true,,
Energy Studies Review,0843-4379,true,,
Engineering Economist,0013-791X;1547-2701,true,,
Enometrica,1974-4730,true,,
Enterprise Development & Microfinance,1755-1978;1755-1986,true,,
Enterprise Governance eJournal,2651-9615,true,,
Entrepreneurial Business Law Journal,1932-4480;1932-4472,true,,
Environment and Urbanization Asia,0975-4253;0976-3546,true,,
Environmental Management,0364-152X;1432-1009,true,,
EPH-International Journal of Business & Management Science,2208-2190,true,,
Erasmus Journal for Philosophy and Economics,1876-9098,true,,
Erasmus Law and Economics Review,1824-3886,true,,
ESAIM: Probability and Statistics,1292-8100;1262-3318,true,,
Estudos Economicos,0101-4161,true,,
Ethics and Economics,1639-1306,true,,
Eurasian Economic Review,1309-422X;2147-429X,true,,
Eurasian Journal of Business and Economics,1694-5948;1694-5972,true,,
EuroChoices,1746-692X,true,,
European Business Law Review,0959-6941;1875-841X,true,,
European Company Law,1572-4999;1875-6530,true,,
European Competition Journal,1744-1056;1757-8396,true,,
European Journal of Economics and Economic Policies: Intervention,2052-7764;2052-7772,true,,
European Journal of Government and Economics,2254-7088,true,,
European Journal of Innovation Management,1460-1060;1758-7115,true,,
European Journal of International Management,1751-6757;1751-6765,true,,
European Journal of Law and Economics,0929-1261;1572-9990,true,,
European Journal of Management Studies,2183-4172;2635-2648,true,,
European Journal of Tourism Research,1994-7658;1314-0817,true,,
European Journal of Training and Development,2046-9012,true,,
European Transport / Trasporti Europei,1825-3997;2283-5520,true,,
European Transport Law,0014-3154,true,,
Expert Review of Pharmacoeconomics & Outcomes Research,1473-7167;1744-8379,true,,
Facta Universitatas: Economics and Organization,0354-4699;2406-050X,true,,
Farm and Business - The Journal of the Caribbean Agro-Economic Society,1019-035X,true,,
Finance,0752-6180,true,,
Finance India,0970-3772,true,,
Financial Planning Research Journal,2206-1355,true,,
Financial Reporting,2036-671X;2036-6779,true,,
Financial Services Newsletter,1035-2155;1447-137X,true,,
Financijska Teorija i Praksa,1332-3970;1333-9354,true,,
First Monday,1396-0466,true,,
Flexible Services and Manufacturing Journal,1936-6582;1936-6590,true,,
Foreign Affairs,0015-7120;1665-1707,true,,
Foreign Policy (Washington),0015-7228;1945-2276,true,,
Foresight,1463-6689;1465-9832,true,,
Forum for Health Economics and Policy,2194-6191;1558-9544,true,,
Forum for Social Economics,0736-0932;1874-6381,true,,
Foundations and Trends in Econometrics,1551-3076;1551-3084,true,,
Foundations and Trends in Microeconomics,1547-9846;1547-9854,true,,
Frontiers in Finance and Economics,1814-2044,true,,
Frontiers of Economics in China,1673-3444;1673-3568,true,,
Fuzzy Economic Review,1136-0593,true,,
Gadjah Mada International Journal of Business,1411-1128;2338-7238,true,,
German Journal of Agricultural Economics,0002-1121,true,,
Global Business and Economics Review,1097-4954;1745-1329,true,,
Global Economic Review,1226-508X;1744-3873,true,,
Global Journal of Accounting and Finance,2574-0474;2574-0482,true,,
Global Social Policy,1468-0181;1741-2803,true,,
Gospodarka Narodowa,0867-0005;2300-5238,true,,
Griffith Law Review,1038-3441;1839-4205,true,,
Health Economics Review,2191-1991,true,,
Health Informatics Journal,1460-4582;1741-2811,true,,
Health Services Management Research,0951-4848;1758-1044,true,,
Health Systems,2047-6965;2047-6973,true,,
Higher Education Quarterly,0951-5224;1468-2273,true,,
"Higher Education, Skills and Work-based Learning",2042-3896;2042-390X,true,,
Historical Materialism,1465-4466;1569-206X,true,,
Historical Studies in Industrial Relations,1362-1572;2049-4459,true,,
History of Economic Thought and Policy,2240-9971;2280-188X,true,,
Homo Oeconomicus,0943-0180;2366-6161,true,,
Hospitality & Society,2042-7913;2042-7921,true,,
Houston Business and Tax Law Journal,1543-2602,true,,
Human Resource Management International Digest,0967-0734;1758-7166,true,,
Human Systems Management,0167-2533;1875-8703,true,,
IATSS Research,0386-1112;2210-4240,true,,
ICSID Review: foreign investment law journal,2049-1999;0258-3690,true,,
IIM Kozhikode Society and Management Review,2321-029X;2277-9752,true,,
IIMB Management Review,0970-3896;2212-4446,true,,
IMA Educational Case Journal,1940-204X,true,,
Impact Assessment and Project Appraisal,1461-5517;1471-5465,true,,
Indian Economic Review,0019-4670;2520-1778,true,,
Indian Journal of Corporate Governance,0974-6862,true,,
Indian Journal of Economics,0019-5170,true,,
Indian Journal of Gender Studies,0971-5215;0973-0672,true,,
Indian Journal of Industrial Relations,0019-5286,true,,
Indian Journal of Labour Economics,0971-7927;0019-5308,true,,
Indian Journal of Marketing,0973-8703,true,,
Indonesian Journal of Sustainability Accounting and Management,2597-6214;2597-6222,true,,
Indonesian Management and Accounting Research,1411-8858;2442-9724,true,,
Industry and Higher Education,0950-4222;2043-6858,true,,
Informatics for Health and Social Care,1753-8157;1753-8165,true,,
Information Discovery and Delivery,2398-6247;2398-6255,true,,
Information Resources Management Journal,1040-1628;1533-7979,true,,
INFORMS Transactions on Education,1532-0545,true,,
Insolvency Law Bulletin,1443-9662,true,,
Insurance and Reinsurance Law Briefing,1743-4009,true,,
Intellectual Property and Technology Law Journal,1554-9607,true,,
Intellectual Property Quarterly,1364-906X,true,,
Interdisciplinary Environmental Review,1521-0227;2042-6992,true,,
Interdisciplinary Journal of Management Studies,2981-0795,true,,
Intereconomics: review of European economic policy,0020-5346;1613-964X,true,,
International Advances in Economic Research,1083-0898;1573-966X,true,,
International Business Lawyer,0309-7676,true,,
International Data Privacy Law,2044-4001;2044-3994,true,,
International Economic Journal,1016-8737;1743-517X,true,,
International Hospitality Review,0739-7011,true,,
International Journal of Accounting & Finance Review,2576-1285;2576-1293,true,,
International Journal of Accounting and Business Finance,2448-9867;2448-9875,true,,
International Journal of Accounting and Finance,1752-8224;1752-8232,true,,
"International Journal of Accounting, Auditing and Performance Evaluation",1740-8008;1740-8016,true,,
"International Journal of Accounting, Business and Finance",2583-2123,true,,
"International Journal of Agricultural Resources, Governance and Ecology",1462-4605;1741-5004,true,,
International Journal of Applied Economic Sciences & Applied Research,1791-5120;1791-3373,true,,
International Journal of Applied Economics,1548-0003,true,,
International Journal of Applied Economics and Econometrics,1530-7247,true,,
International Journal of Applied Management and Technology,1544-4740,true,,
International Journal of Automation Technology,1881-7629;1883-8022,true,,
"International Journal of Banking, Accounting and Finance",1755-3830;1755-3849,true,,
International Journal of Behavioural Accounting and Finance,1753-1969;1753-1977,true,,
International Journal of Bonds and Derivatives,2050-2281;2050-229X,true,,
International Journal of Business,1083-4346,true,,
International Journal of Business and Management (IJBM),2815-9330,true,,
International Journal of Business and Society,1511-6670,true,,
International Journal of Business Communication,2329-4884;2329-4892,true,,
International Journal of Business Information Systems,1746-0972;1746-0980,true,,
International Journal of Business Intelligence Research (IJBIR),1947-3591;1947-3605,true,,
International Journal of Business Law,2329-261X,true,,
International Journal of Cases on Electronic Commerce,1548-0623;1548-0615,true,,
International Journal of Computational Economics and Econometrics,1757-1170;1757-1189,true,,
International Journal of Critical Accounting,1757-9848;1757-9856,true,,
International Journal of Data Warehousing and Mining,1548-3924;1548-3932,true,,
International Journal of Development Issues,1446-8956;1758-8553,true,,
International Journal of Economic Perspectives,1307-1637,true,,
International Journal of Economic Policy and Emerging Economies,1752-0452;1752-0460,true,,
International Journal of Economic Practices and Theories,2247-7225,true,,
International Journal of Economics and Accounting,2041-868X;2041-8698,true,,
International Journal of Economics and Business Research,1756-9850;1756-9869,true,,
International Journal of Economics and Financial Issues,2146-4138,true,,
International Journal of Education and Development using Information and Communication Technology,1814-0556,true,,
International Journal of Electronic Banking,1753-5239;1753-5247,true,,
International Journal of Electronic Customer Relationship Management,1750-0664;1750-0672,true,,
International Journal of Electronic Finance,1746-0069;1746-0077,true,,
International Journal of Electronic Government Research,1548-3886;1548-3894,true,,
International Journal of Electronic Marketing and Retailing,1741-1025;1741-1033,true,,
International Journal of Emergency Services,2047-0908;2047-0894,true,,
International Journal of Employment Studies,1039-6993,true,,
International Journal of Energy Economics and Policy,2146-4553,true,,
International Journal of Energy Sector Management,1750-6220;1750-6239,true,,
International Journal of Enterprise Information Systems,1548-1115;1548-1123,true,,
International Journal of Entrepreneurship and Innovation,1465-7503;2043-6882,true,,
International Journal of Environment and Pollution,0957-4352;1741-5101,true,,
International Journal of Ethics and Systems,2514-9369,true,,
International Journal of Financial Engineering,2424-7863;2424-7944,true,,
International Journal of Financial Markets and Derivatives,1756-7130;1756-7149,true,,
International Journal of Financial Services Management,1460-6712;1741-8062,true,,
International Journal of Global Business and Competitiveness,0973-4619;0976-1888,true,,
International Journal of Global Energy Issues,0954-7118;1741-5128,true,,
International Journal of Government Auditing,0047-0724,true,,
International Journal of Green Economics,1744-9928;1744-9936,true,,
International Journal of Health Care Quality Assurance,0952-6862;1758-6542,true,,
International Journal of Healthcare Information Systems and Informatics,1555-3396;1555-340X,true,,
International Journal of Healthcare Management,2047-9700;2047-9719,true,,
International Journal of Home Economics,1999-561X,true,,
International Journal of Human-Computer Interaction,1044-7318;1532-7590,true,,
International Journal of Information and Communication Technology Education,1550-1876;1550-1337,true,,
International Journal of Information and Learning Technology,2056-4880;2056-4899,true,,
International Journal of Information Security and Privacy,1930-1650;1930-1669,true,,
International Journal of Information Systems and Change Management,1479-3121;1479-313X,true,,
International Journal of Information Systems and Supply Chain Management,1935-5726;1935-5734,true,,
International Journal of Information Technology and Decision Making,0219-6220;1793-6845,true,,
International Journal of Information Technology and Web Engineering,1554-1045;1554-1053,true,,
International Journal of Intellectual Property Management,1478-9647;1478-9655,true,,
International Journal of Intelligent Information Technologies,1548-3657;1548-3665,true,,
International Journal of Internet and Enterprise Management,1476-1300;1741-5330,true,,
International Journal of Internet Marketing and Advertising,1477-5212;1741-8100,true,,
International Journal of Knowledge and Learning,1741-1009;1741-1017,true,,
International Journal of Knowledge Management Studies,1743-8268;1743-8276,true,,
"International Journal of Knowledge, Culture and Change Management",1447-9524;1447-9575,true,,
International Journal of Law and Management,1754-243X;1754-2448,true,,
International Journal of Logistics Economics and Globalisation,1741-5373;1741-5381,true,,
International Journal of Management,0813-0183,true,,
International Journal of Management and Network Economics,1754-2316;1754-2324,true,,
International Journal of Management Science and Engineering Management,1750-9653;1750-9661,true,,
International Journal of Managing Projects in Business,1753-8378;1753-8386,true,,
International Journal of Monetary Economics and Finance,1752-0479;1752-0487,true,,
International Journal of Operations and Quantitative Management,1082-1910,true,,
International Journal of Organization Theory & Behavior,1093-4537;1532-4273,true,,
International Journal of Pharmaceutical and Healthcare Marketing,1750-6123;1750-6131,true,,
International Journal of Political Economy,0891-1916;1558-0970,true,,
International Journal of Revenue Management,1474-7332;1741-8186,true,,
International Journal of Risk Assessment and Management,1466-8297;1741-5241,true,,
International Journal of Small and Medium Enterprises,2576-7712;2576-7720,true,,
International Journal of Social and Humanistic Computing,1752-6124;1752-6132,true,,
International Journal of Spa and Wellness,2472-1735;2472-1743,true,,
International Journal of Sport Finance,1558-6235;1930-076X,true,,
International Journal of Sport Policy and Politics,1940-6940;1940-6959,true,,
International Journal of Sustainable Design,1743-8284;1743-8292,true,,
International Journal of Sustainable Economy,1756-5804;1756-5812,true,,
International Journal of Systems Science: Operations and Logistics,2330-2674;2330-2682,true,,
International Journal of Technology and Human Interaction,1548-3908;1548-3916,true,,
International Journal of Technology Management and Sustainable Development,1474-2748;2040-0551,true,,
International Journal of Technology Marketing,1741-878X;1741-8798,true,,
"International Journal of Technology, Knowledge and Society",1832-3669,true,,
International Journal of Tourism Policy,1750-4090;1750-4104,true,,
International Journal of Trade and Global Markets,1742-7541;1742-755X,true,,
International Journal of Training and Development,1360-3736;1468-2419,true,,
International Journal of Transport Economics,0303-5247;1724-2185,true,,
International Journal of Volunteer Administration,1942-728X,true,,
International Journal of Web Based Communities,1477-8394;1741-8216,true,,
International Papers in Political Economy,2634-4955;1353-1158,true,,
International Real Estate Review,2154-8919,true,,
International Review of Economics,1865-1704;1863-4613,true,,
International Review of Economics Education,1477-3880,true,,
International Review of Information Ethics,1614-1687,true,,
International Tax Journal,0097-7314,true,,
International Tax Review,0958-7594,true,,
International Transfer Pricing Journal,1385-3074,true,,
Intertax: International Tax Review,0165-2826;1875-8347,true,,
Irish Journal of Management,1649-248X;2451-2834,true,,
Irish Marketing Review,0790-7362,true,,
Islamic Economic Studies,1319-1616,true,,
ISRA International Journal of Islamic Finance,0128-1976;2289-4365,true,,
Issues in Social and Environmental Accounting: An International Journal,1978-0591,true,,
Italian Journal of Marketing,2662-3323;2662-3331,true,,
IUP Journal of Accounting Research & Audit Practices,0972-690X,true,,
IUP Journal of Corporate Governance,0972-6853,true,,
Japan Labor Issues,2433-3689,true,,
Jindal Global Law Review,0975-2498;2364-4869,true,,
Journal Ensayos Sobre Politica Economica (ESPE) / Essays on Economic Policy,0120-4483,true,,
Journal for Advancement of Marketing Education (JAME),2326-3296;1537-5137,true,,
Journal for Quality and Participation,1040-9602;1931-4019,true,,
Journal of Aboriginal Economic Development,1481-9112;1481-9120,true,,
Journal of Academy of Business and Economics,1542-8710;2378-8631,true,,
Journal of Accountancy,0021-8448;1945-0729,true,,
Journal of Accounting and Finance in Emerging Economies,2519-0318;2518-8488,true,,
Journal of Accounting and Management Information Systems (JAMIS),1583-4387;2559-6004,true,,
Journal of Accounting Review,1018-1687,true,,
"Journal of Accounting, Auditing and Business",2614-3844,true,,
"Journal of Accounting, Business and Management",0216-423X;2622-2167,true,,
"Journal of Accounting, Ethics and Public Policy",1089-652X,true,,
Journal of Advertising Education,1098-0482,true,,
Journal of African Business,1522-8916;1522-9076,true,,
Journal of African Development,1060-6076,true,,
Journal of Agribusiness in Developing and Emerging Economies,2044-0839;2044-0847,true,,
Journal of Agricultural & Food Industrial Organization,1542-0485;2194-5896,true,,
Journal of Agricultural and Applied Economics,1074-0708;2056-7405,true,,
Journal of Applied Business and Economics,1499-691X,true,,
Journal of Applied Economic Sciences,1843-6110;2393-5162,true,,
"Journal of Applied Finance: theory, practice, education",1534-6668,true,,
Journal of Applied Law and Policy,1836-6953,true,,
Journal of Applied Management and Entrepreneurship,1077-1158,true,,
Journal of Applied Sport Management,2327-0187,true,,
Journal of Applied Statistical Science,1067-5817,true,,
Journal of Arts Management Law and Society,1063-2921;1930-7799,true,,
Journal of Asia Business Studies,1558-7894;1559-2243,true,,
Journal of Asia Entrepreneurship and Sustainability,1177-4541;1176-8592,true,,
Journal of Asia Pacific Business,1059-9231;1528-6940,true,,
Journal of Banking Regulation,1745-6452;1750-2071,true,,
Journal of Benefit-Cost Analysis,2152-2812,true,,
Journal of Bioeconomics,1387-6996;1573-6989,true,,
Journal of Biopharmaceutical Statistics,1054-3406;1520-5711,true,,
Journal of Business & Economic Studies,1063-343X;2576-3458,true,,
Journal of Business Analytics,2573-234X;2573-2358,true,,
Journal of Business and Economic Perspectives,1528-5014,true,,
Journal of Business and Economics Research,1542-4448;2157-8893,true,,
Journal of Business and Management,1535-668X,true,,
Journal of Business and Technical Communication,1050-6519;1552-4574,true,,
Journal of Business Chemistry,1613-9615;1613-9623,true,,
Journal of Business Models,2246-2465,true,,
Journal of Business Studies,2362-0269,true,,
Journal of Business Thought,2581-8104;2231-1734,true,,
Journal of Case Studies,2328-700X,true,,
Journal of Cases on Information Technology,1548-7717;1548-7725,true,,
Journal of Change Management,1469-7017;1479-1811,true,,
Journal of Chinese Economic and Foreign Trade Studies,1754-4408;1754-4416,true,,
Journal of Chinese Economics and Business Studies,1476-5284;1476-5292,true,,
Journal of Chinese Tax and Policy,1839-065X,true,,
Journal of Cleaner Production,0959-6526;1879-1786,true,,
Journal of Co-operative Studies,0961-5784,true,,
Journal of Commerce and Accounting Research,2277-2146;2320-4990,true,,
Journal of Community Informatics,1712-4441,true,,
Journal of Comparative International Management,1481-0468;1718-0864,true,,
Journal of Computational Finance,1460-1559;1755-2850,true,,
Journal of Construction Accounting and Taxation,1054-3007,true,,
Journal of Consumer Policy,0168-7034;1573-0700,true,,
