name,issns,active,withdrawn_date,withdrawal_reason
"Economia, the Journal of Latin American and Caribbean Economic Association (LACEA)",1529-7470;1533-6239,true,,
Economic and Political Weekly,0012-9976;2349-8846,true,,
Economic and Social Review,0012-9984,true,,
Economic Change and Restructuring,1573-9414;1574-0277,true,,
Economic Development Quarterly,0891-2424;1552-3543,true,,
Economic Issues,1363-7029,true,,
Economic Notes,0391-5026;1468-0300,true,,
Economic Papers: a journal of applied economics and policy,1759-3441,true,,
Economic Quarter / Trimestre Economico,0041-3011;2448-718X,true,,
Economic Review / Revue Economique,0035-2764;1950-6694,true,,
Economic Systems,0939-3625;1878-5433,true,,
Economic Systems Research,0953-5314;1469-5758,true,,
Economic Theory Bulletin,2196-1085;2196-1093,true,,
Economics of Energy & Environmental Policy,2160-5882;2160-5890,true,,
Economics of Governance,1435-6104;1435-8131,true,,
Economics of Innovation and New Technology,1043-8599;1476-8364,true,,
Economics of Transportation,2212-0122,true,,
"Economics: The Open Access, Open Assessment E-journal",1864-6042,true,,
Economists' Voice,2194-6167;1553-3832,true,,
Education Economics,0964-5292;1469-5782,true,,
Educational Management Administration & Leadership,1741-1432;1741-1440,true,,
Electronic Commerce Research and Applications,1567-4223;1873-7846,true,,
Electronic Journal of Information Systems in Developing Countries,1681-4835,true,,
Emerging Markets Finance and Trade,1540-496X;1558-0938,true,,
Empirica,0340-8744;1573-6911,true,,
Employee Relations Law Journal,0098-8898,true,,
Engineering Economics,1392-2785;2029-5839,true,,
Engineering Management Journal,1042-9247;2377-0643,true,,
Entertainment Law Review,0959-3799,true,,
Entrepreneurship Research Journal,2194-6175;2157-5665,true,,
Environment and Development Economics,1355-770X;1469-4395,true,,
Environment and Planning C: politics and space,0263-774X,true,,
Environmental and Planning Law Journal,0813-300X,true,,
Environmental Economics and Policy Studies,1432-847X;1867-383X,true,,
Environmetrics,1180-4009;1099-095X,true,,
"Equality, Diversity and Inclusion",2040-7149;2040-7157,true,,
Essays in Economic & Business History,0896-226X;2376-9459,true,,
Ethics and Information Technology,1388-1957;1572-8439,true,,
Eurasian Business Review,1309-4297;2147-4281,true,,
Eurasian Geography and Economics,1538-7216;1938-2863,true,,
EURO Journal on Transportation and Logistics,2192-4376;2192-4384,true,,
EuroMed Journal of Business,1450-2194;1758-888X,true,,
Europe-Asia Studies,0966-8136;1465-3427,true,,
European Actuarial Journal,2190-9733;2190-9741,true,,
European Business Organization Law Review,1566-7529;1741-6205,true,,
European Business Review,0955-534X;1758-7107,true,,
European Journal of Communication,0267-3231;1460-3705,true,,
European Journal of Comparative Economics,1824-2979,true,,
European Journal of Development Research,0957-8811;1743-9728,true,,
European Journal of Management and Business Economics,2444-8451;2444-8494,true,,
European Journal of Population,0168-6577;1572-9885,true,,
European Journal of Psychological Assessment,1015-5759;2151-2426,true,,
European Journal of Public Health,1101-1262;1464-360X,true,,
European Journal of the History of Economic Thought,0967-2567;1469-5936,true,,
European Journal of Transport and Infrastructure Research,1567-7133;1567-7141,true,,
European Law Journal,1351-5993;1468-0386,true,,
European Management Review,1740-4754;1740-4762,true,,
European Taxation,0014-3138,true,,
Evaluation,1356-3890;1461-7153,true,,
Evidence-based HRM (EBHRM): A Global Forum for Empirical Scholarship,2049-3983;2049-3991,true,,
Facilities,0263-2772;1758-7131,true,,
Faith and Economics,0896-307X,true,,
FIIB Business Review,2455-2658,true,,
Financial History Review,0968-5650;1474-0052,true,,
Financial Innovation,2199-4730,true,,
Financial Markets and Portfolio Management,1934-4554;2373-8529,true,,
Financial Planning Review,2573-8615,true,,
Financial Services Review,1057-0810;1873-5673,true,,
Finnish Economic Papers,0784-5197;1798-7423,true,,
Fiscal Studies,0143-5671;1475-5890,true,,
Food Policy,0306-9192;1873-5657,true,,
Fordham Journal of Corporate & Financial Law,1532-303X,true,,
Foreign Trade Review,0015-7325;0971-7625,true,,
Forest Policy and Economics,1389-9341;1872-7050,true,,
Forum of International Development Studies,1341-3732,true,,
Foundations and Trends in Finance,1567-2395;1567-2409,true,,
Futures,0016-3287;1873-6378,true,,
Games,2073-4336,true,,
Gender in Management: an international journal,1754-2413;1754-2421,true,,
German Economic Review,1465-6485;1468-0475,true,,
German Journal of Human Resource Management,2397-0022;2397-0030,true,,
Global Business Review,0972-1509;0973-0664,true,,
Global Economy Journal,2194-5659;1553-5304,true,,
Global Environmental Politics,1526-3800;1536-0091,true,,
"Global Knowledge, Memory and Communication",2514-9342;2514-9350,true,,
"Group Dynamics: theory, research and practice",1089-2699;1930-7802,true,,
Group Processes and Intergroup Relations,1368-4302;1461-7188,true,,
Growth and Change,0017-4815;1468-2257,true,,
Hastings Business Law Journal,1554-849X;1554-8503,true,,
Health Care Management Science,1386-9620;1572-9389,true,,
Health Communication,1041-0236;1532-7027,true,,
"Health Economics, Policy and Law",1744-1331;1744-134X,true,,
Health Marketing Quarterly,0735-9683;1545-0864,true,,
History of Economic Ideas,1122-8792;1724-2169,true,,
History of Economics Review,1037-0196;1838-6318,true,,
Hitotsubashi Journal of Economics,0018-280X,true,,
Housing Policy Debate,1051-1482;2152-050X,true,,
Human Resource Development International,1367-8868;1469-8374,true,,
Human Resource Development Review,1534-4843;1552-6712,true,,
IEEE Transactions on Professional Communication,0361-1434;1558-1500,true,,
Indian Economic Journal,0019-4662,true,,
Indian Growth and Development Review,1753-8254;1753-8262,true,,
Industrial and Organizational Psychology: perspectives on science & practice,1754-9426;1754-9434,true,,
INFOR (INFOR: Information Systems and Operational Research),0315-5986;1916-0615,true,,
Information and Communications Technology Law,1360-0834;1469-8404,true,,
Information and Computation,0890-5401;1090-2651,true,,
Information and Computer Security,2056-4961,true,,
Information Polity,1570-1255;1875-8754,true,,
Information Systems and e-Business Management,1617-9846;1617-9854,true,,
Information Technology and Management,1385-951X;1573-7667,true,,
INFORMS Journal on Applied Analytics,0092-2102;1526-551X,true,,
Innovation and Green Development,2949-7531,true,,
Innovation Policy and the Economy,1531-3468;1537-2618,true,,
Innovation: Organization & Management,1447-9338;2204-0226,true,,
Innovation: The European Journal of Social Sciences Research,1351-1610;1469-8412,true,,
"Intelligent Systems in Accounting, Finance and Management: An International Journal",1055-615X;1099-1174,true,,
Interacting with Computers,0953-5438;1873-7951,true,,
International Company and Commercial Law Review,0958-5214,true,,
International Development Planning Review,1474-6743;1478-3401,true,,
International Economics and Economic Policy,1612-4804;1612-4812,true,,
International Entrepreneurship and Management Journal,1554-7191;1555-1938,true,,
International Finance,1367-0271;1468-2362,true,,
International Gambling Studies,1445-9795;1479-4276,true,,
International Game Theory Review,0219-1989;1793-6675,true,,
International Insolvency Review,1180-0518;1099-1107,true,,
International Journal of Accounting and Information Management,1834-7649;1758-9037,true,,
International Journal of Arts Management,1480-8986,true,,
International Journal of Asian Studies,1479-5914;1479-5922,true,,
International Journal of Automotive Technology,1229-9138;1976-3832,true,,
International Journal of Business and Economics,1607-0704,true,,
International Journal of Construction Management,2331-2327;1562-3599,true,,
International Journal of Corporate Governance,1754-3037;1754-3045,true,,
International Journal of Cross Cultural Management,1470-5958;1741-2838,true,,
International Journal of Development and Conflict,2010-2690;2010-2704,true,,
International Journal of Disclosure and Governance,1741-3591;1746-6539,true,,
International Journal of Economic Theory,1742-7355;1742-7363,true,,
International Journal of Educational Management,0951-354X;1758-6518,true,,
International Journal of Emerging Markets,1746-8809;1746-8817,true,,
International Journal of Enterprise Network Management,1748-1260;1748-1252,true,,
International Journal of Event and Festival Management,1758-2954;1758-2962,true,,
International Journal of Finance & Economics,1076-9307;1099-1158,true,,
International Journal of Gender and Entrepreneurship,1756-6266;1756-6274,true,,
International Journal of Health Finance and Economics,1389-6563;1573-6962,true,,
International Journal of Heritage Studies,1352-7258;1470-3610,true,,
International Journal of Hospitality and Tourism Administration,1525-6480;1525-6499,true,,
International Journal of Housing Markets and Analysis,1753-8270;1753-8289,true,,
International Journal of Housing Policy,1461-6718;1473-3269,true,,
International Journal of Human-Computer Studies,1071-5819;1095-9300,true,,
International Journal of Innovation Science,1757-2223;1757-2231,true,,
International Journal of Innovation Studies,2096-2487;2589-2975,true,,
International Journal of Intercultural Relations,0147-1767;1873-7552,true,,
International Journal of Islamic and Middle Eastern Finance and Management,1753-8394;1753-8408,true,,
International Journal of Knowledge Management,1548-0666;1548-0658,true,,
International Journal of Lean Six Sigma,2040-4166,true,,
International Journal of Logistics: research and applications,1367-5567;1469-848X,true,,
International Journal of Managerial and Financial Accounting,1753-6715;1753-6723,true,,
International Journal of Organizational Analysis,1934-8835;1758-8561,true,,
International Journal of Portfolio Analysis and Management,2048-2361;2048-237X,true,,
International Journal of Productivity and Performance Management,1741-0401;1758-6658,true,,
International Journal of Public Administration,0190-0692;1532-4265,true,,
International Journal of Public Sector Management,0951-3558;1758-6666,true,,
International Journal of Quality & Reliability Management,0265-671X;1758-6682,true,,
International Journal of Quality and Service Sciences,1756-669X;1756-6703,true,,
International Journal of Social Economics,0306-8293;1758-6712,true,,
International Journal of Social Research Methodology,1364-5579;1464-5300,true,,
International Journal of Sociology and Social Policy,0144-333X;1758-6720,true,,
International Journal of Sport Communication,1936-3915;1936-3907,true,,
International Journal of Sport Management,1546-234X,true,,
International Journal of Sport Psychology,0047-0767,true,,
International Journal of Sports Management and Marketing,1475-8962;1740-2808,true,,
International Journal of Sports Marketing and Sponsorship,1464-6668;2515-7841,true,,
International Journal of Stochastic Analysis,2090-3332;2090-3340,true,,
International Journal of Strategic Communication,1553-118X;1553-1198,true,,
International Journal of Strategic Property Management,1648-715X;1648-9179,true,,
International Journal of Sustainable Transportation,1556-8318;1556-8334,true,,
International Journal of Technology Management,0267-5730;1741-5276,true,,
International Journal of the Economics of Business,1357-1516;1466-1829,true,,
International Journal of Theoretical and Applied Finance,0219-0249;1793-6322,true,,
International Journal of Tourism Cities,2056-5607;2056-5615,true,,
International Journal of Urban and Regional Research,0309-1317;1468-2427,true,,
"International Journal of Vehicle Design: journal of vehicle engineering, automotive technology and components",0143-3369;1741-5314,true,,
International Journal of Wine Business Research,1751-1062;1751-1070,true,,
International Journal of Work Organisation and Emotion,1740-8938;1740-8946,true,,
International Labor and Working-Class History,0147-5479;1471-6445,true,,
International Labour Review,0020-7780;1564-913X,true,,
International Organization,0020-8183;1531-5088,true,,
International Public Management Journal,1096-7494;1559-3169,true,,
International Regional Science Review,0160-0176;1552-6925,true,,
International Review for the Sociology of Sport,1012-6902;1461-7218,true,,
International Review of Administrative Sciences,0020-8523;1461-7226,true,,
International Review of Applied Economics,0269-2171;1465-3486,true,,
International Review of Environmental and Resource Economics,1932-1465;1932-1473,true,,
International Review of Law and Economics,0144-8188;1873-6394,true,,
International Review of Public Administration,1229-4659;2331-7795,true,,
"International Review of Retail, Distribution and Consumer Research",0959-3969;1466-4402,true,,
International Review on Public and Nonprofit Marketing,1865-1984;1865-1992,true,,
International Social Science Journal,1468-2451,true,,
International Studies of Management & Organization,0020-8825;1558-0911,true,,
International Trade Journal,0885-3908;1521-0545,true,,
International Transactions in Operational Research,0969-6016;1475-3995,true,,
International VAT Monitor,0925-0832,true,,
Investment Analysts Journal,1029-3523;2077-0227,true,,
IPPR Progressive Review,2573-2331,true,,
Italian Economic Journal,2199-322X;2199-3238,true,,
Japan and the World Economy,0922-1425,true,,
Japanese Economic Review,1352-4739;1468-5876,true,,
JASSA: The Finsia Journal of Applied Finance,0313-5934,true,,
Journal for Studies in Economics & Econometrics,0379-6205,true,,
Journal of Accounting & Organizational Change,1832-5912;1839-5473,true,,
Journal of Accounting Education,0748-5751;1873-1996,true,,
Journal of Accounting in Emerging Economies,2042-1168;2042-1176,true,,
Journal of Advanced Transportation,0197-6729;2042-3195,true,,
"Journal of Agricultural, Biological and Environmental Statistics",1085-7117;1537-2693,true,,
Journal of Air Transport Management,0969-6997;1873-2089,true,,
Journal of Applied Accounting Research,0967-5426;1758-8855,true,,
Journal of Applied Economics,1514-0326;1667-6726,true,,
Journal of Applied Social Psychology,0021-9029;1559-1816,true,,
Journal of Applied Statistics,0266-4763;1360-0532,true,,
Journal of Asian Business and Economic Studies,2515-964X,true,,
Journal of Asian Economics,1049-0078;1873-7927,true,,
Journal of Australian Political Economy,0156-5826,true,,
Journal of Business Cycle Research,2509-7962;2509-7970,true,,
Journal of Business Economics,0044-2372;1861-8928,true,,
Journal of Business Economics and Management,1611-1699;2029-4433,true,,
Journal of Business Market Management,1864-0753;1864-0761,true,,
Journal of Business Strategy,0275-6668;2052-1197,true,,
Journal of Business-to-Business Marketing,1051-712X;1547-0628,true,,
Journal of Career Development,0894-8453;1556-0856,true,,
Journal of China Tourism Research,1938-8160;1938-8179,true,,
Journal of Common Market Studies,0021-9886;1468-5965,true,,
Journal of Communication Management,1363-254X;1478-0852,true,,
Journal of Comparative Policy Analysis: research and practice,1387-6988;1572-5448,true,,
Journal of Competition Law and Economics,1744-6414;1744-6422,true,,
Journal of Constructivist Psychology,1072-0537;1521-0650,true,,
Journal of Convention & Event Tourism,1547-0148;1547-0156,true,,
Journal of Corporate Accounting and Finance,1044-8136;1097-0053,true,,
Journal of Current Issues and Research in Advertising,1064-1734;2164-7313,true,,
Journal of Decision Systems,1246-0125;2116-7052,true,,
Journal of Demographic Economics,2054-0892,true,,
Journal of Digital Economy,2773-0670,true,,
Journal of Documentation,0022-0418;1758-7379,true,,
Journal of Econometric Methods,2156-6674,true,,
Journal of Economic Interaction and Coordination,1860-711X;1860-7128,true,,
Journal of Economic Issues,0021-3624;1946-326X,true,,
Journal of Economic Methodology,1350-178X;1469-9427,true,,
Journal of Economic Policy Reform,1748-7870;1748-7889,true,,
Journal of Economic Research,1226-4261,true,,
Journal of Economic Studies,0144-3585;1758-7387,true,,
Journal of Economics,0931-8658;1617-7134,true,,
Journal of Economics / Ekonomicky casopis,0013-3035,true,,
Journal of Economics and Business,0148-6195,true,,
Journal of Economics and Finance,1055-0925;1938-9744,true,,
Journal of Economics and Statistics,0021-4027;2366-049X,true,,
"Journal of Economics, Theology and Religion",2772-9001,true,,
Journal of Ecotourism,1472-4049;1747-7638,true,,
Journal of Education and Work,1363-9080;1469-9435,true,,
Journal of Educational Administration,0957-8234;1758-7395,true,,
Journal of Electronic Commerce in Organizations,1539-2937;1539-2929,true,,
Journal of Electronic Commerce Research,1938-9027;1526-6133,true,,
Journal of Emerging Market Finance,0972-6527;0973-0710,true,,
Journal of Emerging Technologies in Accounting,1554-1908;1558-7940,true,,
Journal of Engineering and Technology Management,0923-4748;1879-1719,true,,
Journal of Entrepreneurship in Emerging Economies,2053-4604;2053-4612,true,,
Journal of Environment and Development,1070-4965;1552-5465,true,,
Journal of Environmental Law,0952-8873;1464-374X,true,,
Journal of Environmental Planning and Management,0964-0568;1360-0559,true,,
Journal of European Economic History,0391-5115,true,,
Journal of Family and Economic Issues,1058-0476;1573-3475,true,,
Journal of Family Business Strategy,1877-8585;1877-8593,true,,
Journal of Fashion Marketing and Management,1361-2026;1758-7433,true,,
Journal of Financial Counseling and Planning,1052-3073;1947-7910,true,,
Journal of Financial Crime,1359-0790;1758-7239,true,,
Journal of Financial Economic Policy,1757-6385;1757-6393,true,,
Journal of Financial Education,0093-3961,true,,
Journal of Financial Regulation,2053-4833,true,,
Journal of Financial Regulation and Compliance,1358-1988;1740-0279,true,,
Journal of Financial Services Marketing,1363-0539;1479-1846,true,,
Journal of Food Products Marketing,1045-4446;1540-4102,true,,
Journal of Forensic & Investigative Accounting,2165-3755,true,,
Journal of Forensic Accounting Research,2380-2138,true,,
Journal of Forest Economics,1104-6899,true,,
Journal of Global Economic Analysis,2377-2999,true,,
Journal of Global Fashion Marketing,2093-2685;2325-4483,true,,
Journal of Global Information Technology Management,1097-198X;2333-6846,true,,
Journal of Global Marketing,0891-1762;1528-6975,true,,
Journal of Global Mobility,2049-8799;2049-8802,true,,
Journal of Global Scholars of Marketing Science,2163-9159;2163-9167,true,,
Journal of Globalization and Development,1948-1837,true,,
Journal of Governmental & Nonprofit Accounting,2155-3815,true,,
Journal of Health Services Research and Policy,1355-8196;1758-1060,true,,
"Journal of Health, Organization and Management",1477-7266;1758-7247,true,,
"Journal of Health, Safety and Environment",1837-9362;2205-1104,true,,
Journal of Heritage Tourism,1743-873X;1747-6331,true,,
Journal of Higher Education Policy and Management,1360-080X;1469-9508,true,,
Journal of Historical Research in Marketing,1755-750X;1755-7518,true,,
Journal of Hospitality and Tourism Education,1096-3758;2325-6540,true,,
Journal of Hospitality and Tourism Insights,2514-9792,true,,
Journal of Hospitality and Tourism Technology,1757-9880;1757-9899,true,,
"Journal of Hospitality, Leisure, Sport & Tourism Education",1473-8376,true,,
Journal of Housing Research,1052-7001,true,,
Journal of Human Development and Capabilities,1945-2829;1945-2837,true,,
Journal of Human Resources in Hospitality and Tourism,1533-2845;1533-2853,true,,
Journal of Humanitarian Logistics and Supply Chain Management,2042-6747;2042-6755,true,,
Journal of Income Distribution,0926-6437;1874-6322,true,,
Journal of Industrial and Business Economics,0391-2078;1972-4977,true,,
Journal of Industrial and Management Optimization,1547-5816;1553-166X,true,,
Journal of Information Communication and Ethics in Society,1477-996X;1758-8871,true,,
Journal of Information Systems Education,1055-3096;2574-3872,true,,
Journal of Institutional and Theoretical Economics,0932-4569;1614-0559,true,,
Journal of Institutional Economics,1744-1374;1744-1382,true,,
Journal of Insurance Issues,1531-6076;2332-4244,true,,
Journal of Intellectual Capital,1469-1930;1758-7468,true,,
Journal of Intellectual Property Law & Practice,1747-1532;1747-1540,true,,
Journal of Intelligent Information Systems,0925-9902;1573-7675,true,,
Journal of Intelligent Manufacturing,0956-5515;1572-8145,true,,
Journal of Intelligent Transportation Systems,1547-2450;1547-2442,true,,
Journal of Interactive Advertising,1525-2019,true,,
"Journal of International Accounting, Auditing and Taxation",1061-9518;1879-1603,true,,
Journal of International Business Policy,2522-0691;2522-0705,true,,
Journal of International Consumer Marketing,0896-1530;1528-7068,true,,
Journal of International Development,0954-1748;1099-1328,true,,
