name,issns,active,withdrawn_date,withdrawal_reason
Journal of Product Innovation Management,0737-6782;1540-5885,true,,
Journal of Public Economics,0047-2727;1879-2316,true,,
Journal of Retailing,0022-4359;1873-3271,true,,
Journal of Risk and Uncertainty,0895-5646;1573-0476,true,,
Journal of Service Research,1094-6705;1552-7379,true,,
Journal of Strategic Information Systems,0963-8687;1873-1198,true,,
Journal of Supply Chain Management,1523-2409;1745-493X,true,,
Journal of Sustainable Tourism,0966-9582;1747-7646,true,,
Journal of the Academy of Marketing Science,0092-0703;1552-7824,true,,
Journal of the American Statistical Association,0162-1459;1537-274X,true,,
Journal of the Association for Information Systems,1536-9323;1558-3457,true,,
Journal of the Association of Environmental and Resource Economists,2333-5955;2333-5963,true,,
Journal of the European Economic Association,1542-4766;1542-4774,true,,
"Journal of the Royal Statistical Society, Series B (Statistical Methodology)",1467-9868,true,,
Journal of Travel Research,0047-2875;1552-6763,true,,
Journal of Urban Economics,0094-1190;1095-9068,true,,
Journal of Vocational Behavior,0001-8791;1095-9084,true,,
Journal of World Business,1090-9516;1878-5573,true,,
Labour Economics,0927-5371;1879-1034,true,,
Law Quarterly Review,0023-933X,true,,
Long Range Planning,0024-6301;1873-1872,true,,
Management Accounting Research,1044-5005;1096-1224,true,,
Management Science,0025-1909;1526-5501,true,,
Manufacturing and Service Operations Management,1523-4614;1526-5498,true,,
Marketing Science,0732-2399;1526-548X,true,,
Melbourne University Law Review,0025-8938;1839-3810,true,,
MIS Quarterly,0276-7783;2162-9730,true,,
Operations Research,0030-364X;1526-5463,true,,
Organization Science,1047-7039;1526-5455,true,,
Organization Studies,0170-8406;1741-3044,true,,
Organizational Behavior and Human Decision Processes,0749-5978;1095-9920,true,,
Organizational Research Methods,1094-4281;1552-7425,true,,
Oxford University Commonwealth Law Journal,1472-9342;1757-8469,true,,
Personality and Social Psychology Bulletin,0146-1672;1552-7433,true,,
Personnel Psychology,0031-5826;1744-6570,true,,
Probability Theory and Related Fields,0178-8051;1432-2064,true,,
Production and Operations Management,1059-1478;1937-5956,true,,
Psychological Bulletin,0033-2909;1939-1455,true,,
Psychological Review,0033-295X;1939-1471,true,,
Psychological Science,0956-7976;1467-9280,true,,
Quantitative Economics,1759-7323;1759-7331,true,,
RAND Journal of Economics,0741-6261;1756-2171,true,,
Regional Studies,0034-3404;1360-0591,true,,
Research Policy,0048-7333;1873-7625,true,,
Review of Accounting Studies,1380-6653;1573-7136,true,,
Review of Asset Pricing Studies,2045-9920;2045-9939,true,,
Review of Corporate Finance Studies,2046-9128;2046-9136,true,,
Review of Economic Dynamics,1094-2025;1096-6099,true,,
Review of Finance,1572-3097;1573-692X,true,,
Sociology,0038-0385;1469-8684,true,,
Strategic Management Journal,0143-2095;1097-0266,true,,
The Accounting Review,0001-4826;1558-7967,true,,
The American Economic Review,0002-8282;0065-812X,true,,
The Economic History Review: a journal of economic and social history,0013-0117;1468-0289,true,,
The Economic Journal,0013-0133;1468-0297,true,,
The European Accounting Review,0963-8180;1468-4497,true,,
The Journal of Economic History,0022-0507;1471-6372,true,,
The Journal of Finance,0022-1082;1540-6261,true,,
The Journal of Industrial Economics,0022-1821;1467-6451,true,,
The Journal of Law and Economics,0022-2186;1537-5285,true,,
The Leadership Quarterly,1048-9843;1873-3409,true,,
The Modern Law Review,0026-7961;1468-2230,true,,
The Quarterly Journal of Economics,0033-5533;1531-4650,true,,
The Review of Economic Studies,0034-6527;1467-937X,true,,
The Review of Economics and Statistics,0034-6535;1530-9142,true,,
The Review of Financial Studies,0893-9454;1465-7368,true,,
The Sydney Law Review,0082-0512,true,,
The Yale Law Journal,0044-0094;1939-8611,true,,
Theoretical Economics,1933-6837;1555-7561,true,,
Tourism Management,0261-5177;1879-3193,true,,
Tourism Management Perspectives,2211-9736,true,,
Transportation Research Part A: Policy and Practice,0965-8564;1879-2375,true,,
Transportation Research Part B: Methodological,0191-2615;1879-2367,true,,
Transportation Research Part C: Emerging Technologies,0968-090X;1879-2359,true,,
Transportation Research Part E: Logistics and Transportation Review,1366-5545;1878-5794,true,,
Transportation Science,0041-1655;1526-5447,true,,
University of Chicago Law Review,0041-9494;1939-859X,true,,
Urban Studies: an international journal for research in urban studies,0042-0980;1360-063X,true,,
World Development,0305-750X;1873-5991,true,,
