name,issns,active,withdrawn_date,withdrawal_reason
Blood,0006-4971;1528-0020,true,,
Body and society,1357-034X;1460-3632,true,,
Brain,0006-8950;1460-2156,true,,
Brain stimulation,1935-861X;1876-4754,true,,
British educational research journal,0141-1926;1469-3518,true,,
British journal for the history of philosophy,0960-8788;1469-3526,true,,
British journal for the history of science,0007-0874;1474-001X,true,,
British journal for the philosophy of science,0007-0882;1464-3537,true,,
British journal of aesthetics,0007-0904;1468-2842,true,,
British journal of anaesthesia,0007-0912;1471-6771,true,,
British journal of criminology,0007-0955;1464-3529,true,,
British journal of dermatology,0007-0963;1365-2133,true,,
British journal of management,1045-3172;1467-8551,true,,
British journal of ophthalmology,0007-1161;1468-2079,true,,
British journal of pharmacology,0007-1188;1476-5381,true,,
British journal of political science,0007-1234;1469-2112,true,,
British journal of psychiatry,0007-1250;1472-1465,true,,
British journal of social psychology,0144-6665;2044-8309,true,,
British journal of social work,0045-3102;1468-263X,true,,
British journal of sociology,0007-1315;1468-4446,true,,
British journal of sociology of education,0142-5692;1465-3346,true,,
British journal of sports medicine,0306-3674;1473-0480,true,,
British journal of surgery,0007-1323;1365-2168,true,,
British medical journal,0267-0623,false,1988-01-01,inactive in JUFO (Year_End 1988; year only)
Bulletin of hispanic studies,1475-3839;1478-3398,true,,
Bulletin of symbolic logic,1079-8986;1943-5894,true,,
Bulletin of the world health organization,0042-9686;1564-0604,true,,
Burlington magazine,0007-6287;2044-9925,true,,
Business & society,0007-6503;1552-4205,true,,
Business history review,0007-6805;2044-768X,true,,
Byzantion: revue internationale des etudes byzantines,0378-2506;2294-6209,true,,
Cambridge archaeological journal,0959-7743;1474-0540,true,,
Cambridge opera journal,0954-5867;1474-0621,true,,
Cancer cell,1535-6108;1878-3686,true,,
Cancer research,0008-5472;1538-7445,true,,
Cell,0092-8674;1097-4172,true,,
Cell host and microbe,1931-3128;1934-6069,true,,
Cell metabolism,1550-4131;1932-7420,true,,
Cell stem cell,1934-5909;1875-9777,true,,
Cement and concrete composites,0958-9465;1873-393X,true,,
Cement and concrete research,0008-8846;1873-3948,true,,
Central european history,0008-9389;1569-1616,true,,
Cerebral cortex,1047-3211;1460-2199,true,,
Chemical engineering journal,1385-8947;1873-3212,true,,
Chemical engineering science,0009-2509;1873-4405,true,,
Chemical reviews,0009-2665;1520-6890,true,,
Chemical science,2041-6520;2041-6539,true,,
Chemical society reviews,0306-0012;1460-4744,true,,
Chemistry of materials,0897-4756;1520-5002,true,,
Child development,0009-3920;1467-8624,true,,
Childhood,0907-5682;1461-7013,true,,
China journal,1324-9347;1835-8535,true,,
Cinema journal,0009-7101;1527-2087,false,2018-01-01,inactive in JUFO (Year_End 2018; year only)
Circulation,0009-7322;1524-4539,true,,
Circulation research,0009-7330;1524-4571,true,,
Classical antiquity,0278-6656;1067-8344,true,,
Classical philology,0009-837X;1546-072X,true,,
Classical quarterly,0009-8388;1471-6844,true,,
Clinical cancer research,1078-0432;1557-3265,true,,
Clinical chemistry,0009-9147;1530-8561,true,,
Clinical epidemiology,1179-1349,true,,
Clinical infectious diseases,1058-4838;1537-6591,true,,
Clinical linguistics and phonetics,0269-9206;1464-5076,true,,
Clinical microbiology reviews,0893-8512;1098-6618,true,,
Clinical neurophysiology,1388-2457;1872-8952,true,,
Clinical nutrition,0261-5614;1532-1983,true,,
Clinical oral implants research,0905-7161;1600-0501,true,,
Clinical pharmacology and therapeutics,0009-9236;1532-6535,true,,
Clinical psychology review,0272-7358;1873-7811,true,,
Coastal engineering,0378-3839;1872-7379,true,,
Codesign: international journal of cocreation in design and the arts,1571-0882;1745-3755,true,,
Cognition,0010-0277;1873-7838,true,,
Cognitive linguistics,0936-5907;1613-3641,true,,
Cognitive psychology,0010-0285;1095-5623,true,,
Cold war history,1468-2745;1743-7962,true,,
Columbia law review,0010-1958;1945-2268,true,,
Combustion and flame,0010-2180;1556-2921,true,,
Common market law review,0165-0750;1875-8320,true,,
Communication monographs,0363-7751;1479-5787,true,,
Communication research,0093-6502;1552-3810,true,,
Communication theory,1050-3293;1468-2885,true,,
Communications in mathematical physics,0010-3616;1432-0916,true,,
Communications in partial differential equations,0360-5302;1532-4133,true,,
Communications of the ACM,0001-0782;1557-7317,true,,
Communications on pure and applied mathematics,0010-3640;1097-0312,true,,
Comparative education,0305-0068;1360-0486,true,,
Comparative education review,0010-4086;1545-701X,true,,
Comparative literature,0010-4124;1945-8517,true,,
Comparative literature studies,0010-4132;1528-4212,true,,
Comparative political studies,0010-4140;1552-3829,true,,
Comparative studies in society and history,0010-4175;1475-2999,true,,
Composites part b: engineering,1359-8368;1879-1069,true,,
Computational linguistics,0891-2017;1530-9312,true,,
Computer methods in applied mechanics and engineering,0045-7825;1879-2138,true,,
Computer music journal,0148-9267;1531-5169,true,,
Computer supported cooperative work: the journal of collaborative computing,0925-9724;1573-7551,true,,
Computer-aided civil and infrastructure engineering,1093-9687;1467-8667,true,,
Computers and education,0360-1315;1873-782X,true,,
Computers and structures,0045-7949;1879-2243,true,,
Computers in human behavior,0747-5632;1873-7692,true,,
Conservation biology,0888-8892;1523-1739,true,,
Conservation letters,1755-263X,true,,
Contemporary accounting research,0823-9150;1911-3846,true,,
Contemporary educational psychology,0361-476X;1090-2384,true,,
Contemporary european history,0960-7773;1469-2171,true,,
Contemporary literature,1548-9949;0010-7484,true,,
Contemporary theatre review,1048-6801;1477-2264,true,,
Continental philosophy review,1387-2842;1573-0611,true,,
Corpus linguistics and linguistic theory,1613-7027;1613-7035,true,,
Corrosion science,0010-938X;1879-0496,true,,
Criminology,0011-1384;1745-9125,true,,
Critical care,1364-8535;1466-609X,true,,
Critical inquiry,0093-1896;1539-7858,true,,
Critical quarterly,0011-1562;1467-8705,true,,
Criticism: a quarterly for literature and the arts,0011-1589;1536-0342,true,,
Cryosphere,1994-0416;1994-0424,true,,
Cultural anthropology,0886-7356;1548-1360,true,,
Cultural studies,0950-2386;1466-4348,true,,
Current anthropology,0011-3204;1537-5382,true,,
Current biology,0960-9822;1879-0445,true,,
Dance research journal,0149-7677;1940-509X,true,,
Data mining and knowledge discovery,1384-5810;1573-756X,true,,
Decision support systems,0167-9236;1873-5797,true,,
Demography,0070-3370;1533-7790,true,,
Dental materials,0109-5641;1879-0097,true,,
Depression and anxiety,1091-4269;1520-6394,true,,
Design issues,0747-9360;1531-4790,true,,
Design journal,1460-6925;1756-3062,true,,
Design studies,0142-694X;1872-6909,true,,
Designs codes and cryptography,0925-1022;1573-7586,true,,
Deutsch als fremdsprache,0011-9741;2198-2430,true,,
Deutsche vierteljahrsschrift für literaturwissenschaft und geistesgeschichte,0012-0936;2365-9521,true,,
Development and change,0012-155X;1467-7660,true,,
Developmental cell,1534-5807;1878-1551,true,,
Developmental medicine and child neurology,0012-1622;1469-8749,true,,
Developmental psychology,0012-1649;1939-0599,true,,
Developmental review,0273-2297;1090-2406,true,,
Developmental science,1363-755X;1467-7687,true,,
Diabetes,0012-1797;1939-327X,true,,
Diabetes care,0149-5992;1935-5548,true,,
Diabetologia,0012-186X;1432-0428,true,,
Diachronica,0176-4225;1569-9714,true,,
Diacritics: a review of contemporary criticism,0300-7162;1080-6539,true,,
Differences: a journal of feminist cultural studies,1040-7391;1527-1986,true,,
Discourse studies,1461-4456;1461-7080,true,,
Duke mathematical journal,0012-7094;1547-7398,true,,
Ear and hearing,0196-0202;1538-4667,true,,
Early medieval europe,0963-9462;1468-0254,true,,
Early music history,0261-1279;1474-0559,true,,
Earth and planetary science letters,0012-821X;1385-013X,true,,
Earth-science reviews,0012-8252;1872-6828,true,,
Ecography,0906-7590;1600-0587,true,,
Ecological monographs,0012-9615;1557-7015,true,,
Ecology,0012-9658;1939-9170,true,,
Ecology letters,1461-023X;1461-0248,true,,
Econometrica,0012-9682;1468-0262,true,,
Economic geography,0013-0095;1944-8287,true,,
Economic history review,0013-0117;1468-0289,true,,
Economic journal,0013-0133;1742-0350,true,,
Edda,0013-0818;1500-1989,true,,
Educational administration quarterly,0013-161X;1552-3519,true,,
Educational evaluation and policy analysis,0162-3737;1935-1062,true,,
Educational psychologist,0046-1520;1532-6985,true,,
Educational research review,1747-938X;1878-0385,true,,
Educational researcher,0013-189X;1935-102X,true,,
Educational studies in mathematics,0013-1954;1573-0816,true,,
Elh,0013-8304;1080-6547,true,,
Embo journal,0261-4189;1460-2075,true,,
Embo molecular medicine,1757-4676;1757-4684,true,,
Embo reports,1469-221X;1469-3178,true,,
Empirical software engineering,1382-3256;1573-7616,true,,
Energy,0360-5442;1873-6785,true,,
Energy and environmental science,1754-5692;1754-5706,true,,
Energy and buildings,0378-7788;1872-6178,true,,
Engineering structures,0141-0296;1873-7323,true,,
English historical review,0013-8266;1477-4534,true,,
English language and linguistics,1360-6743;1469-4379,true,,
Entrepreneurship theory and practice,1042-2587;1540-6520,true,,
Environment and planning a,0308-518X;1472-3409,true,,
Environment and planning d : society and space,0263-7758;1472-3433,true,,
Environment international,0160-4120;1873-6750,true,,
Environmental education research,1350-4622;1469-5871,true,,
Environmental health perspectives,0091-6765;1552-9924,true,,
Environmental history,1084-5453;1930-8892,true,,
Environmental research letters,1748-9326,true,,
Environmental toxicology and chemistry,0730-7268;1552-8618,true,,
Environmental values,0963-2719;1752-7015,true,,
Epidemiology,1044-3983;1531-5487,true,,
Erkenntnis,0165-0106;1572-8420,true,,
Essays in criticism,0014-0856;1471-6852,true,,
Ethics,1539-297X;0014-1704,true,,
Ethnic and racial studies,0141-9870;1466-4356,true,,
Ethnicities,1468-7968;1741-2706,true,,
Ethnologia europaea,0425-4597;1604-3030,true,,
Ethnomusicology,0014-1836;2156-7417,true,,
Ethnomusicology forum,1741-1912;1741-1920,true,,
Ethnos,0014-1844;1469-588X,true,,
Euphorion: zeitschrift fur literaturgeschichte,0014-2328,true,,
European business law review,0959-6941;1875-841X,true,,
European constitutional law review,1574-0196;1744-5515,true,,
European heart journal,0195-668X;1522-9645,true,,
European history quarterly,0265-6914;1461-7110,true,,
European journal of agronomy,1161-0301;1873-7331,true,,
European journal of archaeology,1461-9571;1741-2722,true,,
European journal of communication,0267-3231;1460-3705,true,,
European journal of endocrinology,0804-4643;1479-683X,true,,
European journal of epidemiology,0393-2990;1573-7284,true,,
European journal of heart failure,1388-9842;1879-0844,true,,
European journal of information systems,0960-085X;1476-9344,true,,
European journal of international law,0938-5428;1464-3596,true,,
European journal of international relations,1354-0661;1460-3713,true,,
European journal of nuclear medicine and molecular imaging,1619-7070;1619-7089,true,,
European journal of pharmaceutical sciences,0928-0987;1879-0720,true,,
European journal of philosophy,0966-8373;1468-0378,true,,
European journal of political research,0304-4130;1475-6765,true,,
European journal of social psychology,0046-2772;1099-0992,true,,
European journal of teacher education,0261-9768;1469-5928,true,,
European journal of women's studies,1350-5068;1461-7420,true,,
European law journal,1351-5993;1468-0386,true,,
European law review,0307-5400;2754-1800,true,,
European respiratory journal,0903-1936;1399-3003,true,,
European review of history-revue europeenne d histoire,1350-7486;1469-8293,true,,
European sociological review,0266-7215;1468-2672,true,,
European urology,0302-2838;1873-7560,true,,
Europe-asia studies,0966-8136;1465-3427,true,,
Evolution,0014-3820;1558-5646,true,,
Evolutionary anthropology,1060-1538;1520-6505,true,,
Exceptional children,0014-4029;2163-5560,true,,
Explorations in economic history,0014-4983;1090-2457,true,,
Feminist theory,1464-7001;1741-2773,true,,
Fertility and sterility,0015-0282;1556-5653,true,,
Finnisch-Ugrische Forschungen,0355-1253,true,,
Fish and fisheries,1467-2960;1467-2979,true,,
Food hydrocolloids,0268-005X;1873-7137,true,,
Forensic science international: genetics,1872-4973;1878-0326,true,,
Forest ecology and management,0378-1127;1872-7042,true,,
Foundations and trends in information retrieval,1554-0669;1554-0677,true,,
Foundations of computational mathematics,1615-3375;1615-3383,true,,
French studies,0016-1128;1468-2931,true,,
Functional ecology,0269-8463;1365-2435,true,,
Fungal diversity,1560-2745;1878-9129,true,,
Future generation computer systems: the international journal of grid computing: theory methods and applications,0167-739X;1872-7115,true,,
Games and culture: a journal of interactive media,1555-4120;1555-4139,true,,
Gastroenterology,0016-5085;1528-0012,true,,
Gender and society,0891-2432;1552-3977,true,,
Gender and education,0954-0253;1360-0516,true,,
Gender and history,0953-5233;1468-0424,true,,
"Gender, work and organization",0968-6673;1468-0432,true,,
Genes and development,0890-9369;1549-5477,true,,
Genetics in medicine,1098-3600;1530-0366,true,,
Genome biology,1474-7596;1474-760X,true,,
Genome research,1088-9051;1549-5469,true,,
Geoforum,0016-7185;1872-9398,true,,
Geology,0091-7613;1943-2682,true,,
Geometric and functional analysis,1016-443X;1420-8970,true,,
Geometry and topology,1465-3060;1364-0380,true,,
Geophysical research letters,0094-8276;1944-8007,true,,
Geopolitics,1465-0045;1557-3028,true,,
Geoscientific model development,1991-959X;1991-9603,true,,
Geotechnique,0016-8505;1751-7656,true,,
Germanic review,0016-8890;1930-6962,true,,
Germanisch-Romanische Monatsschrift,0016-8904,true,,
Gerontologist,0016-9013;1758-5341,true,,
Geschichte und gesellschaft,0340-613X;2196-9000,true,,
Global and planetary change,0921-8181;1872-6364,true,,
Global biogeochemical cycles,0886-6236;1944-9224,true,,
Global change biology,1354-1013;1365-2486,true,,
Global ecology and biogeography,1466-822X;1466-8238,true,,
Global environmental change: human and policy dimensions,0959-3780;1872-9495,true,,
Global environmental politics,1526-3800;1536-0091,true,,
Gondwana research,1342-937X;1878-0571,true,,
Governance: an international journal of policy administration and institutions,0952-1895;1468-0491,true,,
Green chemistry,1463-9262;1463-9270,true,,
Gut,0017-5749;1468-3288,true,,
Hahr: hispanic american historical review,0018-2168;1527-1900,true,,
Harvard educational review,0017-8055;1943-5045,true,,
Harvard international law journal,0017-8063;2153-2494,true,,
Harvard law review,2161-976X;0017-811X,true,,
Harvard studies in classical philology,2325-9353;0073-0688,true,,
Harvard theological review,0017-8160;1475-4517,true,,
Head and neck: journal for the sciences and specialties of the head and neck,1043-3074;1097-0347,true,,
Health care management science,1386-9620;1572-9389,true,,
Health psychology,0278-6133;1930-7810,true,,
Health services research,0017-9124;1475-6773,true,,
Hepatology,0270-9139;1527-3350,true,,
Hermes: zeitschrift fur klassische philologie,0018-0777;2365-3116,true,,
Higher education,0018-1560;1573-174X,true,,
Hispanic review,0018-2176;1553-0639,true,,
Historia mathematica,0315-0860;1090-249X,true,,
Historical journal,0018-246X;1469-5103,true,,
Historical methods,0161-5440;1940-1906,true,,
Historische sprachforschung,0935-3518;2196-8071,true,,
Historische zeitschrift,0018-2613;2196-680X,true,,
History,0018-2648;1468-229X,true,,
History and anthropology,0275-7206;1477-2612,true,,
History and memory: studies in representation of the past,1527-1994;0935-560X,true,,
History and theory,0018-2656;1468-2303,true,,
History of photography,0308-7298;2150-7295,true,,
History of religions,0018-2710;1545-6935,true,,
History of the family,1081-602X;1873-5398,true,,
History workshop journal,1363-3554;1477-4569,true,,
Human communication research,0360-3989;1468-2958,true,,
Human relations,0018-7267;1741-282X,true,,
Human reproduction,0268-1161;1460-2350,true,,
Human reproduction update,1355-4786;1460-2369,true,,
Human resource management,0090-4848;1099-050X,true,,
Human resources for health,1478-4491,true,,
Human-computer interaction,0737-0024;1532-7051,true,,
Husserl studies,0167-9848;1572-8501,true,,
Hypatia,0887-5367;1527-2001,true,,
Icon: international journal of constitutional law,1474-2640;1474-2659,true,,
IEEE internet computing,1089-7801;1941-0131,true,,
IEEE journal of selected topics in signal processing,1932-4553;1941-0484,true,,
IEEE journal of solid-state circuits,0018-9200;1558-173X,true,,
IEEE micro,0272-1732;1937-4143,true,,
IEEE network,0890-8044;1558-156X,true,,
IEEE signal processing magazine,1053-5888;1558-0792,true,,
IEEE transactions on aerospace and electronic systems,0018-9251;2371-9877,true,,
IEEE transactions on affective computing,2371-9850;1949-3045,true,,
IEEE transactions on antennas and propagation,0018-926X;1558-2221,true,,
IEEE transactions on automatic control,0018-9286;2334-3303,true,,
IEEE transactions on communications,0090-6778;1558-0857,true,,
IEEE transactions on computers,0018-9340;2326-3814,true,,
IEEE transactions on dependable and secure computing,1545-5971;1941-0018,true,,
IEEE transactions on electron devices,0018-9383;1557-9646,true,,
IEEE transactions on evolutionary computation,1089-778X;1941-0026,true,,
IEEE transactions on fuzzy systems,1063-6706;1941-0034,true,,
IEEE transactions on geoscience and remote sensing,0196-2892;1558-0644,true,,
IEEE transactions on image processing,1057-7149;1941-0042,true,,
IEEE transactions on industrial electronics,0278-0046;1557-9948,true,,
IEEE transactions on industrial informatics,1551-3203;1941-0050,true,,
IEEE transactions on information theory,0018-9448;1557-9654,true,,
IEEE transactions on instrumentation and measurement,0018-9456;1557-9662,true,,
IEEE transactions on knowledge and data engineering,1041-4347;2326-3865,true,,
IEEE transactions on medical imaging,0278-0062;1558-254X,true,,
IEEE transactions on mobile computing,2161-9875;1536-1233,true,,
IEEE transactions on multimedia,1520-9210;1941-0077,true,,
IEEE Transactions on Neural Networks and Learning Systems,2162-237X;2162-2388,true,,
IEEE transactions on pattern analysis and machine intelligence,0162-8828;1939-3539,true,,
IEEE transactions on power electronics,0885-8993;1941-0107,true,,
IEEE transactions on robotics,1552-3098;1941-0468,true,,
IEEE transactions on signal processing,1053-587X;1941-0476,true,,
IEEE transactions on smart grid,1949-3053;1949-3061,true,,
IEEE transactions on software engineering,0098-5589;2326-3881,true,,
IEEE transactions on cybernetics,2168-2267;2168-2275,true,,
IEEE transactions on vehicular technology,0018-9545;1939-9359,true,,
IEEE transactions on wireless communications,1536-1276;1558-2248,true,,
IEEE transactions on visualization and computer graphics,1077-2626;1941-0506,true,,
IEEE-ASME transactions on mechatronics,1083-4435;1941-014X,true,,
Iic-international review of intellectual property and competition law,0018-9855;2195-0237,true,,
Immunity,1074-7613;1097-4180,true,,
Industrial marketing management,0019-8501;1873-2062,true,,
Information and organization,1471-7727;1873-7919,true,,
Information and software technology,0950-5849;1873-6025,true,,
Information fusion,1566-2535;1872-6305,true,,
Information processing and management,0306-4573;1873-5371,true,,
Information retrieval,1386-4564;1573-7659,false,2023-01-01,inactive in JUFO (Year_End 2023; year only)
Information sciences,0020-0255;1872-6291,true,,
Information systems journal,1350-1917;1365-2575,true,,
Information systems research,1047-7047;1526-5536,true,,
Instructional science,0020-4277;1573-1952,true,,
Intelligence,0160-2896;1873-7935,true,,
Intensive care medicine,0342-4642;1432-1238,true,,
Intercultural pragmatics,1612-295X;1613-365X,true,,
International affairs,0020-5850;1468-2346,true,,
International and comparative law quarterly,0020-5893;1471-6895,true,,
International economic review,1468-2354;0020-6598,true,,
International endodontic journal,0143-2885;1365-2591,true,,
International history review,0707-5332;1949-6540,true,,
International journal for the psychology of religion,1050-8619;1532-7582,true,,
International journal of behavioral nutrition and physical activity,1479-5868,true,,
International journal of bilingualism,1367-0069;1756-6878,true,,
International journal of computer vision,0920-5691;1573-1405,true,,
International journal of computer-supported collaborative learning,1556-1607;1556-1615,true,,
International journal of corpus linguistics,1384-6655;1569-9811,true,,
International journal of cultural studies,1367-8779;1460-356X,true,,
International journal of design,1991-3761;1994-036X,true,,
